mast_target_name,ra_deg,dec_deg,em_min_aa,em_max_aa,obs_id,t_exptime,instrument,target_classification,proposal_id,calib_level,query_classif
MRK-817,219.0920088885,58.79427489399,1405.0,1775.0,lede89020,355.03999999999996,COS/FUV,GALAXY;ACCRETION DISK;BLR;NUCLEUS;SEYFERT;WIND,16196,3,*Seyfert*
NGC-5548,214.49806,25.13678888889,1150.0,1450.0,lbgu22030,477.024,COS/FUV,GALAXY;SEYFERT,12212,3,*Seyfert*
NGC-5548,214.49806,25.13678888889,1150.0,1450.0,lcao1i020,200.032,COS/FUV,GALAXY;ACCRETION DISK;BLR;NLR;SEYFERT,13330,3,*Seyfert*
NGC-4051,180.79003,44.53131111111,1150.0,1450.0,lfjb01010,4554.752,COS/FUV,GALAXY;ACCRETION DISK;SEYFERT,17896,3,*Seyfert*
NGC-4051,180.79003,44.53131111111,1405.0,1775.0,lfjb01020,4447.0,COS/FUV,GALAXY;ACCRETION DISK;SEYFERT,17896,3,*Seyfert*
MRK734,170.4462625,11.73840555556,1150.0,1450.0,lfmb27010,1304.0,COS/FUV,GALAXY;SEYFERT,18053,3,*Seyfert*
MRK1102,239.2937608333,41.54351944444,1150.0,1450.0,lfmb25010,4654.0,COS/FUV,GALAXY;SEYFERT,18053,3,*Seyfert*
MRK1103,239.3494891667,41.53152777778,1150.0,1450.0,lfmb24010,4746.0,COS/FUV,GALAXY;SEYFERT,18053,3,*Seyfert*
MRK1102,239.2937608333,41.54351944444,1150.0,1450.0,lfmb26010,4654.0,COS/FUV,GALAXY;SEYFERT,18053,3,*Seyfert*
1ES1553+113,238.92935,11.19010277778,1150.0,1450.0,lb4r02ljq,2.0,COS/FUV,GALAXY;BL LAC,11520,1,*BL Lac*
1ES1553+113,238.92935,11.19010277778,1150.0,1450.0,lb4r02liq,113.0,COS/FUV,GALAXY;BL LAC,11520,1,*BL Lac*
PKS2005-489,302.3557941667,-48.83158888889,1405.0,1775.0,lb4r03gfq,109.0,COS/FUV,GALAXY;BL LAC,11520,1,*BL Lac*
MRK421,166.1138079167,38.20883333333,1150.0,1450.0,lb4r01t8q,112.0,COS/FUV,GALAXY;BL LAC,11520,1,*BL Lac*
MRK421,166.1138079167,38.20883333333,1150.0,1450.0,lb4r01t9q,1.0,COS/FUV,GALAXY;BL LAC,11520,1,*BL Lac*
PKS2005-489,302.3557941667,-48.83158888889,1405.0,1775.0,lb4r03geq,288.0,COS/FUV,GALAXY;BL LAC,11520,1,*BL Lac*
MRK421,166.1138079167,38.20883333333,1150.0,1450.0,lb4r01t7q,248.0,COS/FUV,GALAXY;BL LAC,11520,1,*BL Lac*
PKS2005-489,302.3557941667,-48.83158888889,1405.0,1775.0,lb4r03ggq,2.0,COS/FUV,GALAXY;BL LAC,11520,1,*BL Lac*
1ES1553+113,238.92935,11.19010277778,1150.0,1450.0,lb4r02lhq,252.0,COS/FUV,GALAXY;BL LAC,11520,1,*BL Lac*
PKS2155-304,329.7169379167,-30.22558888889,1150.0,1450.0,lbgl32mtq,392.0,COS/FUV,GALAXY;BL LAC,12038,1,*BL Lac*
PKS2155-304,329.7169379167,-30.22558888889,1150.0,1450.0,lbgl32mvq,2.0,COS/FUV,GALAXY;BL LAC,12038,1,*BL Lac*
4C10.08,41.30625,10.78972222222,1150.0,1450.0,lbh403ldq,31.0,COS/FUV,GALAXY;BL LAC,12275,1,*BL Lac*
4C10.08,41.30625,10.78972222222,1150.0,1450.0,lbh403lbq,3946.0,COS/FUV,GALAXY;BL LAC,12275,1,*BL Lac*
PKS2155-304,329.7169379167,-30.22558888889,1150.0,1450.0,lbgl32muq,106.0,COS/FUV,GALAXY;BL LAC,12038,1,*BL Lac*
4C10.08,41.30625,10.78972222222,1150.0,1450.0,lbh403lcq,142.000001,COS/FUV,GALAXY;BL LAC,12275,1,*BL Lac*
3C-66A,35.66504625,43.0355,1405.0,1775.0,lc0j01w9q,353.0,COS/FUV,GALAXY;BL LAC;LYMAN ALPHA CLOUD,12863,1,*BL Lac*
3C-66A,35.66504625,43.0355,1405.0,1775.0,lc0j01waq,80.0,COS/FUV,GALAXY;BL LAC;LYMAN ALPHA CLOUD,12863,1,*BL Lac*
QSO-B1215+303,184.4670083333,30.11684444444,1150.0,1450.0,lcl201010,7368.576000000001,COS/FUV,GALAXY;BL LAC;LYMAN ALPHA CLOUD,13651,3,*BL Lac*
QSO-B1215+303,184.4670083333,30.11684444444,1405.0,1775.0,lcl201020,10854.72,COS/FUV,GALAXY;BL LAC;LYMAN ALPHA CLOUD,13651,3,*BL Lac*
WCOM,185.3820416667,28.23291666667,1150.0,1450.0,ld5z40010,2141.0,COS/FUV,GALAXY;BL LAC,14772,3,*BL Lac*
PG1218+304,185.3414166667,30.17697222222,1150.0,1450.0,ld5z12010,2100.0,COS/FUV,GALAXY;BL LAC,14772,3,*BL Lac*
PG1218+304,185.3414166667,30.17697222222,1150.0,1450.0,ld5z12020,2587.744,COS/FUV,GALAXY;BL LAC,14772,3,*BL Lac*
RBS970,170.2002916667,42.20347222222,1150.0,1450.0,ld5z14010,2130.0480000000002,COS/FUV,GALAXY;BL LAC,14772,3,*BL Lac*
RBS970,170.2002916667,42.20347222222,1150.0,1450.0,ld5z14020,2676.7039999999997,COS/FUV,GALAXY;BL LAC,14772,3,*BL Lac*
QSO-B1215+303,184.4670083333,30.11684444444,1150.0,1450.0,lcl201qtq,229.0,COS/FUV,GALAXY;BL LAC;LYMAN ALPHA CLOUD,13651,1,*BL Lac*
QSO-B1215+303,184.4670083333,30.11684444444,1150.0,1450.0,lcl201quq,60.0,COS/FUV,GALAXY;BL LAC;LYMAN ALPHA CLOUD,13651,1,*BL Lac*
QSO-B1553+113,238.92935,11.19010277778,1150.0,1450.0,le2l01fyq,5.0,COS/FUV,GALAXY;BL LAC,15835,1,*BL Lac*
QSO-B1553+113,238.92935,11.19010277778,1150.0,1450.0,le2l01fxq,5.0,COS/FUV,GALAXY;BL LAC,15835,1,*BL Lac*
QSO-B1553+113,238.92935,11.19010277778,1150.0,1450.0,le2l52asq,5.0,COS/FUV,GALAXY;BL LAC,15835,1,*BL Lac*
QSO-B1553+113,238.92935,11.19010277778,1150.0,1450.0,le2l02x8q,5.0,COS/FUV,GALAXY;BL LAC,15835,1,*BL Lac*
QSO-B1553+113,238.92935,11.19010277778,1150.0,1450.0,le2l52arq,5.0,COS/FUV,GALAXY;BL LAC,15835,1,*BL Lac*
QSO-B1553+113,238.92935,11.19010277778,1150.0,1450.0,le2l02x7q,5.0,COS/FUV,GALAXY;BL LAC,15835,1,*BL Lac*
4C10.08,41.30625,10.78972222222,1150.0,1450.0,lbh403020,5918.304,COS/FUV,GALAXY;BL LAC,12275,3,*BL Lac*
4C10.08,41.30625,10.78972222222,1150.0,1450.0,lbh403010,1691.2,COS/FUV,GALAXY;BL LAC,12275,3,*BL Lac*
TON116,190.8031,36.462125,1405.0,1775.0,lf1k02020,2425.0,COS/FUV,GALAXY;BL LAC,17116,3,*BL Lac*
QSO-B1553+113,238.92935,11.19010277778,1700.0,2100.0,le2l02010,0.0,COS/NUV,GALAXY;BL LAC,15835,3,*BL Lac*
QSO-B1553+113,238.92935,11.19010277778,1700.0,2100.0,le2l52010,1818.0800000000002,COS/NUV,GALAXY;BL LAC,15835,3,*BL Lac*
QSO-B1553+113,238.92935,11.19010277778,1700.0,2100.0,le2l01010,1818.0480000000002,COS/NUV,GALAXY;BL LAC,15835,3,*BL Lac*
RBS76,8.393333333333,-19.35922222222,1405.0,1775.0,lf1k09020,2381.0,COS/FUV,GALAXY;BL LAC,17116,3,*BL Lac*
TON116,190.8031,36.462125,1150.0,1450.0,lf1k01010,4920.0,COS/FUV,GALAXY;BL LAC,17116,3,*BL Lac*
RBS76,8.393333333333,-19.35922222222,1150.0,1450.0,lf1k08010,7398.0,COS/FUV,GALAXY;BL LAC,17116,3,*BL Lac*
RBS76,8.393333333333,-19.35922222222,1405.0,1775.0,lf1k09010,4298.0,COS/FUV,GALAXY;BL LAC,17116,3,*BL Lac*
TON116,190.8031,36.462125,1405.0,1775.0,lf1k02010,1961.0,COS/FUV,GALAXY;BL LAC,17116,3,*BL Lac*
MRK421,166.1138079167,38.20883333333,1405.0,1775.0,lb4r01080,603.2,COS/FUV,GALAXY;BL LAC,11520,3,*BL Lac*
MRK421,166.1138079167,38.20883333333,1405.0,1775.0,lb4r01070,600.192,COS/FUV,GALAXY;BL LAC,11520,3,*BL Lac*
MRK421,166.1138079167,38.20883333333,1405.0,1775.0,lb4r01060,600.192,COS/FUV,GALAXY;BL LAC,11520,3,*BL Lac*
MRK421,166.1138079167,38.20883333333,1405.0,1775.0,lb4r01050,600.192,COS/FUV,GALAXY;BL LAC,11520,3,*BL Lac*
PMNJ1103-2329,165.9066666667,-23.49166666667,1405.0,1775.0,lbg805090,2889.152,COS/FUV,GALAXY;BL LAC,12025,3,*BL Lac*
PMNJ1103-2329,165.9066666667,-23.49166666667,1405.0,1775.0,lbg805060,1736.192,COS/FUV,GALAXY;BL LAC,12025,3,*BL Lac*
PMNJ1103-2329,165.9066666667,-23.49166666667,1405.0,1775.0,lbg805070,2893.152,COS/FUV,GALAXY;BL LAC,12025,3,*BL Lac*
PMNJ1103-2329,165.9066666667,-23.49166666667,1150.0,1450.0,lbg804060,1781.1840000000002,COS/FUV,GALAXY;BL LAC,12025,3,*BL Lac*
PMNJ1103-2329,165.9066666667,-23.49166666667,1405.0,1775.0,lbg805080,2889.088,COS/FUV,GALAXY;BL LAC,12025,3,*BL Lac*
PMNJ1103-2329,165.9066666667,-23.49166666667,1150.0,1450.0,lbg804070,2893.184,COS/FUV,GALAXY;BL LAC,12025,3,*BL Lac*
1ES1553+113,238.9291666667,11.19,1405.0,1775.0,lbg8030f0,2000.192,COS/FUV,GALAXY;BL LAC,12025,3,*BL Lac*
1ES1553+113,238.9291666667,11.19,1405.0,1775.0,lbg8030g0,697.184,COS/FUV,GALAXY;BL LAC,12025,3,*BL Lac*
1ES1553+113,238.9291666667,11.19,1405.0,1775.0,lbg8030h0,2000.192,COS/FUV,GALAXY;BL LAC,12025,3,*BL Lac*
1ES1553+113,238.9291666667,11.19,1405.0,1775.0,lbg8030c0,657.184,COS/FUV,GALAXY;BL LAC,12025,3,*BL Lac*
1ES1028+511,157.8270833333,50.89333333333,1150.0,1450.0,lbg8010a0,3085.216,COS/FUV,GALAXY;BL LAC,12025,3,*BL Lac*
1ES1553+113,238.9291666667,11.19,1150.0,1450.0,lbg803080,1354.176,COS/FUV,GALAXY;BL LAC,12025,3,*BL Lac*
1ES1553+113,238.9291666667,11.19,1405.0,1775.0,lbg8030e0,697.184,COS/FUV,GALAXY;BL LAC,12025,3,*BL Lac*
1ES1028+511,157.8270833333,50.89333333333,1150.0,1450.0,lbg801070,3089.1839999999997,COS/FUV,GALAXY;BL LAC,12025,3,*BL Lac*
1ES1553+113,238.9291666667,11.19,1150.0,1450.0,lbg803090,1353.184,COS/FUV,GALAXY;BL LAC,12025,3,*BL Lac*
1ES1028+511,157.8270833333,50.89333333333,1150.0,1450.0,lbg801060,2307.2000000000003,COS/FUV,GALAXY;BL LAC,12025,3,*BL Lac*
1ES1028+511,157.8270833333,50.89333333333,1150.0,1450.0,lbg801090,3085.1839999999997,COS/FUV,GALAXY;BL LAC,12025,3,*BL Lac*
1ES1553+113,238.9291666667,11.19,1150.0,1450.0,lbg803070,2317.184,COS/FUV,GALAXY;BL LAC,12025,3,*BL Lac*
MRK-0421,166.11381,38.20883055556,1150.0,1450.0,lbg830030,485.024,COS/FUV,GALAXY;BL LAC;LYMAN ALPHA CLOUD,12025,3,*BL Lac*
1ES1553+113,238.9291666667,11.19,1405.0,1775.0,lbg8030d0,2000.192,COS/FUV,GALAXY;BL LAC,12025,3,*BL Lac*
1ES1553+113,238.9291666667,11.19,1150.0,1450.0,lbg8030b0,1353.184,COS/FUV,GALAXY;BL LAC,12025,3,*BL Lac*
MRK-0421,166.11381,38.20883055556,1150.0,1450.0,lbg830010,487.00800000000004,COS/FUV,GALAXY;BL LAC;LYMAN ALPHA CLOUD,12025,3,*BL Lac*
QSO-B1553+113,238.92935,11.19010277778,1700.0,2100.0,le2l01020,2529.76,COS/NUV,GALAXY;BL LAC,15835,3,*BL Lac*
QSO-B1553+113,238.92935,11.19010277778,1700.0,2100.0,le2l02020,2529.76,COS/NUV,GALAXY;BL LAC,15835,3,*BL Lac*
PG1246+586,192.07825,58.34130555556,1150.0,1450.0,lf1k03010,5248.0,COS/FUV,GALAXY;BL LAC,17116,3,*BL Lac*
PG1246+586,192.07825,58.34130555556,1405.0,1775.0,lf1k04010,2110.0,COS/FUV,GALAXY;BL LAC,17116,3,*BL Lac*
PG1246+586,192.07825,58.34130555556,1405.0,1775.0,lf1k04020,2614.0,COS/FUV,GALAXY;BL LAC,17116,3,*BL Lac*
1ES1028+511,157.8270833333,50.89333333333,1150.0,1450.0,lbg801080,3085.184,COS/FUV,GALAXY;BL LAC,12025,3,*BL Lac*
1ES1553+113,238.9291666667,11.19,1150.0,1450.0,lbg8030a0,1354.208,COS/FUV,GALAXY;BL LAC,12025,3,*BL Lac*
PMNJ1103-2329,165.9066666667,-23.49166666667,1150.0,1450.0,lbg804090,2889.184,COS/FUV,GALAXY;BL LAC,12025,3,*BL Lac*
MRK-0421,166.11381,38.20883055556,1150.0,1450.0,lbg830020,974.08,COS/FUV,GALAXY;BL LAC;LYMAN ALPHA CLOUD,12025,3,*BL Lac*
PMNJ1103-2329,165.9066666667,-23.49166666667,1405.0,1775.0,lbg8050a0,2889.0879999999997,COS/FUV,GALAXY;BL LAC,12025,3,*BL Lac*
1ES1028+511,157.8270833333,50.89333333333,1405.0,1775.0,lbg802080,3085.152,COS/FUV,GALAXY;BL LAC,12025,3,*BL Lac*
1ES1028+511,157.8270833333,50.89333333333,1405.0,1775.0,lbg802060,2262.144,COS/FUV,GALAXY;BL LAC,12025,3,*BL Lac*
1ES1028+511,157.8270833333,50.89333333333,1405.0,1775.0,lbg802070,3089.152,COS/FUV,GALAXY;BL LAC,12025,3,*BL Lac*
1ES1028+511,157.8270833333,50.89333333333,1405.0,1775.0,lbg802090,3085.1200000000003,COS/FUV,GALAXY;BL LAC,12025,3,*BL Lac*
1ES1028+511,157.8270833333,50.89333333333,1405.0,1775.0,lbg8020a0,3085.1839999999997,COS/FUV,GALAXY;BL LAC,12025,3,*BL Lac*
3C279,194.046525,-5.789311111111,1405.0,1775.0,lf1k11010,4246.0,COS/FUV,GALAXY;BL LAC,17116,3,*BL Lac*
1H1515+660,229.4483333333,65.42302777778,1150.0,1450.0,lf1k06010,8238.0,COS/FUV,GALAXY;BL LAC,17116,3,*BL Lac*
PG1437+398,219.8228125,39.54526944444,1150.0,1450.0,lf1k05010,4890.0,COS/FUV,GALAXY;BL LAC,17116,3,*BL Lac*
1H1515+660,229.4483333333,65.42302777778,1405.0,1775.0,lf1k07010,4818.0,COS/FUV,GALAXY;BL LAC,17116,3,*BL Lac*
1H1515+660,229.4483333333,65.42302777778,1405.0,1775.0,lf1k07020,2711.0,COS/FUV,GALAXY;BL LAC,17116,3,*BL Lac*
3C279,194.046525,-5.789311111111,1150.0,1450.0,lf1k10010,6047.0,COS/FUV,GALAXY;BL LAC,17116,3,*BL Lac*
PMNJ1103-2329,165.9066666667,-23.49166666667,1150.0,1450.0,lbg804080,2889.184,COS/FUV,GALAXY;BL LAC,12025,3,*BL Lac*
PMNJ1103-2329,165.9066666667,-23.49166666667,1150.0,1450.0,lbg8040a0,2889.216,COS/FUV,GALAXY;BL LAC,12025,3,*BL Lac*
1ES1553+113,238.92935,11.19010277778,1405.0,1775.0,lb4r02080,950.208,COS/FUV,GALAXY;BL LAC,11520,3,*BL Lac*
PKS2005-489,302.3557941667,-48.83158888889,1405.0,1775.0,lb4r03040,474.016,COS/FUV,GALAXY;BL LAC,11520,3,*BL Lac*
PKS2005-489,302.3557941667,-48.83158888889,1405.0,1775.0,lb4r03020,460.0,COS/FUV,GALAXY;BL LAC,11520,3,*BL Lac*
MRK421,166.1138079167,38.20883333333,1150.0,1450.0,lb4r01030,425.024,COS/FUV,GALAXY;BL LAC,11520,3,*BL Lac*
PKS2005-489,302.3557941667,-48.83158888889,1150.0,1450.0,lb4r03070,615.2,COS/FUV,GALAXY;BL LAC,11520,3,*BL Lac*
PKS2005-489,302.3557941667,-48.83158888889,1150.0,1450.0,lb4r03080,615.168,COS/FUV,GALAXY;BL LAC,11520,3,*BL Lac*
1ES1553+113,238.92935,11.19010277778,1150.0,1450.0,lb4r02010,775.2,COS/FUV,GALAXY;BL LAC,11520,3,*BL Lac*
PKS2005-489,302.3557941667,-48.83158888889,1150.0,1450.0,lb4r03060,615.168,COS/FUV,GALAXY;BL LAC,11520,3,*BL Lac*
1ES1553+113,238.92935,11.19010277778,1150.0,1450.0,lb4r02020,775.2,COS/FUV,GALAXY;BL LAC,11520,3,*BL Lac*
MRK421,166.1138079167,38.20883333333,1150.0,1450.0,lb4r01010,463.008,COS/FUV,GALAXY;BL LAC,11520,3,*BL Lac*
MRK421,166.1138079167,38.20883333333,1150.0,1450.0,lb4r01020,425.024,COS/FUV,GALAXY;BL LAC,11520,3,*BL Lac*
1ES1553+113,238.92935,11.19010277778,1405.0,1775.0,lb4r02060,952.224,COS/FUV,GALAXY;BL LAC,11520,3,*BL Lac*
MRK421,166.1138079167,38.20883333333,1150.0,1450.0,lb4r01040,425.024,COS/FUV,GALAXY;BL LAC,11520,3,*BL Lac*
1ES1553+113,238.92935,11.19010277778,1150.0,1450.0,lb4r02030,784.0640000000001,COS/FUV,GALAXY;BL LAC,11520,3,*BL Lac*
1ES1553+113,238.92935,11.19010277778,1405.0,1775.0,lb4r02070,950.208,COS/FUV,GALAXY;BL LAC,11520,3,*BL Lac*
1ES1553+113,238.92935,11.19010277778,1405.0,1775.0,lb4r02050,950.208,COS/FUV,GALAXY;BL LAC,11520,3,*BL Lac*
3C279,194.046525,-5.789311111111,1405.0,1775.0,lf1k11020,2380.0,COS/FUV,GALAXY;BL LAC,17116,3,*BL Lac*
1H0414+009,64.21870833333,1.089972222222,1150.0,1450.0,lf1k12010,7263.168,COS/FUV,GALAXY;BL LAC,17116,3,*BL Lac*
1ES1553+113,238.92935,11.19010277778,1150.0,1450.0,lb4r02040,775.2,COS/FUV,GALAXY;BL LAC,11520,3,*BL Lac*
PKS2005-489,302.3557941667,-48.83158888889,1405.0,1775.0,lb4r03010,460.0,COS/FUV,GALAXY;BL LAC,11520,3,*BL Lac*
PKS2005-489,302.3557941667,-48.83158888889,1405.0,1775.0,lb4r03030,460.032,COS/FUV,GALAXY;BL LAC,11520,3,*BL Lac*
PKS2005-489,302.3557941667,-48.83158888889,1150.0,1450.0,lb4r03050,616.192,COS/FUV,GALAXY;BL LAC,11520,3,*BL Lac*
3C-66A,35.66504625,43.0355,1405.0,1775.0,lc0j01030,2724.16,COS/FUV,GALAXY;BL LAC;LYMAN ALPHA CLOUD,12863,3,*BL Lac*
3C-66A,35.66504625,43.0355,1405.0,1775.0,lc0j01010,1779.1680000000001,COS/FUV,GALAXY;BL LAC;LYMAN ALPHA CLOUD,12863,3,*BL Lac*
3C-66A,35.66504625,43.0355,1405.0,1775.0,lc0j01020,2724.16,COS/FUV,GALAXY;BL LAC;LYMAN ALPHA CLOUD,12863,3,*BL Lac*
PKS2155-304,329.7169379167,-30.22558888889,1150.0,1450.0,lbgl32010,1002.208,COS/FUV,GALAXY;BL LAC,12038,3,*BL Lac*
PKS2155-304,329.7169379167,-30.22558888889,1150.0,1450.0,lbgl32030,852.224,COS/FUV,GALAXY;BL LAC,12038,3,*BL Lac*
PKS2155-304,329.7169379167,-30.22558888889,1150.0,1450.0,lbgl32040,852.192,COS/FUV,GALAXY;BL LAC,12038,3,*BL Lac*
PKS2155-304,329.7169379167,-30.22558888889,1150.0,1450.0,lbgl32020,1002.208,COS/FUV,GALAXY;BL LAC,12038,3,*BL Lac*
PKS2155-304,329.7169379167,-30.22558888889,1150.0,1450.0,lbgl32050,853.216,COS/FUV,GALAXY;BL LAC,12038,3,*BL Lac*
PG1424+240,216.7516325,23.80001111111,1405.0,1775.0,lbxc01080,1300.192,COS/FUV,GALAXY;BL LAC;JET,12612,3,*BL Lac*
PG1424+240,216.7516325,23.80001111111,1405.0,1775.0,lbxc01070,1300.192,COS/FUV,GALAXY;BL LAC;JET,12612,3,*BL Lac*
PG1424+240,216.7516325,23.80001111111,1150.0,1450.0,lbxc01040,800.192,COS/FUV,GALAXY;BL LAC;JET,12612,3,*BL Lac*
PG1424+240,216.7516325,23.80001111111,1150.0,1450.0,lbxc01030,800.192,COS/FUV,GALAXY;BL LAC;JET,12612,3,*BL Lac*
PG1424+240,216.7516325,23.80001111111,1150.0,1450.0,lbxc01050,750.176,COS/FUV,GALAXY;BL LAC;JET,12612,3,*BL Lac*
PG1424+240,216.7516325,23.80001111111,1150.0,1450.0,lbxc01010,700.192,COS/FUV,GALAXY;BL LAC;JET,12612,3,*BL Lac*
PG1424+240,216.7516325,23.80001111111,1150.0,1450.0,lbxc01020,700.192,COS/FUV,GALAXY;BL LAC;JET,12612,3,*BL Lac*
PG1424+240,216.7516325,23.80001111111,1405.0,1775.0,lbxc010a0,2680.384,COS/FUV,GALAXY;BL LAC;JET,12612,3,*BL Lac*
PG1424+240,216.7516325,23.80001111111,1405.0,1775.0,lbxc01090,1340.192,COS/FUV,GALAXY;BL LAC;JET,12612,3,*BL Lac*
PG1424+240,216.7516325,23.80001111111,1405.0,1775.0,lbxc01060,1300.192,COS/FUV,GALAXY;BL LAC;JET,12612,3,*BL Lac*
M87-FILAMENTS-COS,187.7124583333,12.39041666667,1230.0,2050.0,lc7t01010,13386.176,COS/FUV,CLUSTER OF GALAXIES;CONDUCTION FRONT;COOLING FLOW;EMISSION LINENEBULA;FILAMENT,13439,3,*Emission*
M87-FILAMENTS-COS,187.7124583333,12.39041666667,1230.0,2050.0,lc7t02010,13386.592,COS/FUV,CLUSTER OF GALAXIES;CONDUCTION FRONT;COOLING FLOW;EMISSION LINENEBULA;FILAMENT,13439,3,*Emission*
ZWCL-3146-FILAMENT,155.9157875,4.185794444444,1230.0,2050.0,lcdi03010,25279.328,COS/FUV,CLUSTER OF GALAXIES;BCM;CONDUCTION FRONT;COOLING FLOW;EMISSION LINE NEBULA;FILAMENT,13304,3,*Emission*
IRAS16474+3430,252.309325,34.41907777778,1150.0,1450.0,lc8t04010,2028.0,COS/FUV,GALAXY;EMISSION LINE NEBULA;INTERACTING GALAXY;STAR FORMING REGION;ULTRALUMINOUS IR GAL;WIND,13407,3,*Emission*
ABELL-2597-FILAMENT,351.3326583333,-12.12275277778,1230.0,2050.0,lcdi02010,25765.408000000003,COS/FUV,CLUSTER OF GALAXIES;BCM;CONDUCTION FRONT;COOLING FLOW;EMISSION LINE NEBULA;FILAMENT,13304,3,*Emission*
ABELL-2597-NUCLEUS,351.3319583333,-12.12383055556,1230.0,2050.0,lcdi01010,13952.640000000001,COS/FUV,CLUSTER OF GALAXIES;BCM;CONDUCTION FRONT;COOLING FLOW;EMISSION LINE NEBULA;NUCLEUS,13304,3,*Emission*
NGC6853,299.9022916667,22.71338888889,1405.0,1775.0,lcdf03010,2527.616,COS/FUV,CALIBRATION;EMISSION LINE NEBULA;POINT SPREAD FUNCTION,13436,3,*Emission*
GALEX0330-2816,52.7374696999,-28.2795189,1230.0,2050.0,lc9p01020,5034.4,COS/FUV,GALAXY;EMISSION LINE NEBULA;STARBURST,13452,3,*Emission*
J0925+1403,141.384875,14.05362777778,1230.0,2050.0,lcm801030,5648.544,COS/FUV,GALAXY;DWARF COMPACT;EMISSION LINE NEBULA;STAR FORMING REGION;STARBURST,13744,3,*Emission*
J1152+3400,178.0203333333,34.01385555556,1230.0,2050.0,lcm802030,2654.624,COS/FUV,GALAXY;DWARF COMPACT;EMISSION LINE NEBULA;STAR FORMING REGION;STARBURST,13744,3,*Emission*
J1333+6246,203.2665,62.76771666667,1230.0,2050.0,lcm803030,2891.0,COS/FUV,GALAXY;DWARF COMPACT;EMISSION LINE NEBULA;STAR FORMING REGION;STARBURST,13744,3,*Emission*
J1333+6246,203.2665,62.76771666667,1405.0,1775.0,lcm803020,1667.0,COS/FUV,GALAXY;DWARF COMPACT;EMISSION LINE NEBULA;STAR FORMING REGION;STARBURST,13744,3,*Emission*
J1333+6246,203.2665,62.76771666667,1405.0,1775.0,lcm803010,1670.0,COS/FUV,GALAXY;DWARF COMPACT;EMISSION LINE NEBULA;STAR FORMING REGION;STARBURST,13744,3,*Emission*
J1503+3644,225.9284583333,36.74743055556,1405.0,1775.0,lcm805010,1638.0,COS/FUV,GALAXY;DWARF COMPACT;EMISSION LINE NEBULA;STAR FORMING REGION;STARBURST,13744,3,*Emission*
J1503+3644,225.9284583333,36.74743055556,1230.0,2050.0,lcm805030,5752.64,COS/FUV,GALAXY;DWARF COMPACT;EMISSION LINE NEBULA;STAR FORMING REGION;STARBURST,13744,3,*Emission*
J1503+3644,225.9284583333,36.74743055556,1405.0,1775.0,lcm805020,1617.0,COS/FUV,GALAXY;DWARF COMPACT;EMISSION LINE NEBULA;STAR FORMING REGION;STARBURST,13744,3,*Emission*
J1442-0209,220.6307916667,-2.164452777778,1230.0,2050.0,lcm804030,2553.184,COS/FUV,GALAXY;DWARF COMPACT;EMISSION LINE NEBULA;STAR FORMING REGION;STARBURST,13744,3,*Emission*
J1442-0209,220.6307916667,-2.164452777778,1405.0,1775.0,lcm804020,1890.0,COS/FUV,GALAXY;DWARF COMPACT;EMISSION LINE NEBULA;STAR FORMING REGION;STARBURST,13744,3,*Emission*
J1152+3400,178.0203333333,34.01385555556,1405.0,1775.0,lcm802010,1838.0,COS/FUV,GALAXY;DWARF COMPACT;EMISSION LINE NEBULA;STAR FORMING REGION;STARBURST,13744,3,*Emission*
J0925+1403,141.384875,14.05362777778,1405.0,1775.0,lcm801020,1486.0,COS/FUV,GALAXY;DWARF COMPACT;EMISSION LINE NEBULA;STAR FORMING REGION;STARBURST,13744,3,*Emission*
J1152+3400,178.0203333333,34.01385555556,1405.0,1775.0,lcm802020,1875.0080000000003,COS/FUV,GALAXY;DWARF COMPACT;EMISSION LINE NEBULA;STAR FORMING REGION;STARBURST,13744,3,*Emission*
J0925+1403,141.384875,14.05362777778,1405.0,1775.0,lcm801010,1492.0,COS/FUV,GALAXY;DWARF COMPACT;EMISSION LINE NEBULA;STAR FORMING REGION;STARBURST,13744,3,*Emission*
J1442-0209,220.6307916667,-2.164452777778,1405.0,1775.0,lcm804010,1887.0,COS/FUV,GALAXY;DWARF COMPACT;EMISSION LINE NEBULA;STAR FORMING REGION;STARBURST,13744,3,*Emission*
UGC-5340-1,149.195,28.83626388889,1405.0,1775.0,lcne01010,7666.592000000001,COS/FUV,GALAXY;DWARF COMPACT;EMISSION LINE NEBULA;KNOT;STAR FORMING REGION,13788,3,*Emission*
I-ZW-18-SE,143.5097916667,55.23983888889,1405.0,1775.0,lcne02010,8471.552000000001,COS/FUV,GALAXY;DWARF COMPACT;EMISSION LINE NEBULA;KNOT;STAR FORMING REGION,13788,3,*Emission*
SBS-0335-052-E,54.43325,-5.044138888889,1405.0,1775.0,lcne03010,4958.72,COS/FUV,GALAXY;DWARF COMPACT;EMISSION LINE NEBULA;KNOT;STAR FORMING REGION,13788,3,*Emission*
UGCA-116,88.9276875,3.392286111111,1230.0,2050.0,lcxq01010,11280.736,COS/FUV,GALAXY;EMISSION LINE NEBULA;KNOT;STAR FORMING REGION;STARBURST,14102,3,*Emission*
