mast_target_name,ra_deg,dec_deg,em_min_aa,em_max_aa,obs_id,t_exptime,instrument,target_classification,proposal_id,calib_level,query_classif
LMC-SN1987A-HOTSPOTS-52X2,83.86652387713,-69.2694324798,5450.0,10140.0,o6kq01060,397.0,STIS/CCD,EXT-MEDIUM;SNR;HOTSPOT;EMISSION LINE NEBULA,9328,3,*Emission*
LMC-SN1987A-HOTSPOTS-52X2,83.86752712528,-69.26992904794,5450.0,10140.0,o6kq01070,793.0,STIS/CCD,EXT-MEDIUM;SNR;HOTSPOT;EMISSION LINE NEBULA,9328,3,*Emission*
LMC-SN1987A-HOTSPOTS-52X2,83.86712918105,-69.2699298845,5450.0,10140.0,o6kq01080,793.0,STIS/CCD,EXT-MEDIUM;SNR;HOTSPOT;EMISSION LINE NEBULA,9328,3,*Emission*
LMC-SN1987A-HOTSPOTS-52X2,83.86737352075,-69.26944725637,5240.0,10270.0,o6kq02030,1051.0,STIS/CCD,EXT-MEDIUM;SNR;HOTSPOT;EMISSION LINE NEBULA,9328,3,*Emission*
LMC-SN1987A-HOTSPOTS-52X2,83.8672488334,-69.26996355314,5240.0,10270.0,o6kq02060,717.0,STIS/CCD,EXT-MEDIUM;SNR;HOTSPOT;EMISSION LINE NEBULA,9328,3,*Emission*
LMC-SN1987A-HOTSPOTS-52X2,83.86774587339,-69.26949695406,5240.0,10270.0,o6kq02070,717.0,STIS/CCD,EXT-MEDIUM;SNR;HOTSPOT;EMISSION LINE NEBULA,9328,3,*Emission*
LMC-SN1987A-HOTSPOTS-52X2,83.86774587339,-69.26949695406,2900.0,5700.0,o6kq020e0,983.0,STIS/CCD,EXT-MEDIUM;SNR;HOTSPOT;EMISSION LINE NEBULA,9328,3,*Emission*
LMC-SN1987A-HOTSPOTS-52X2,83.86737352075,-69.26944725637,2900.0,5700.0,o6kq020f0,981.0,STIS/CCD,EXT-MEDIUM;SNR;HOTSPOT;EMISSION LINE NEBULA,9328,3,*Emission*
LMC-SN1987A-HOTSPOTS-52X2,83.86756864257,-69.26992003188,5450.0,10140.0,o6mi30050,661.0,STIS/CCD,EXT-MEDIUM;SNR;HOTSPOT;EMISSION LINE NEBULA,9428,3,*Emission*
LMC-SN1987A-HOTSPOTS-52X2,83.86677448082,-69.26993865435,5450.0,10140.0,o6mi30030,661.0,STIS/CCD,EXT-MEDIUM;SNR;HOTSPOT;EMISSION LINE NEBULA,9428,3,*Emission*
PK166-06D1-JET,70.72285041667,36.11461305556,5240.0,10270.0,o6ms06010,650.0,STIS/CCD,ISM;PLANETARY NEBULA;JET;EMISSION LINE NEBULA,9430,3,*Emission*
PK166-06D1-JET,70.72285041667,36.11461305556,2900.0,5700.0,o6ms06060,800.0,STIS/CCD,ISM;PLANETARY NEBULA;JET;EMISSION LINE NEBULA,9430,3,*Emission*
PK166-06D1-JET,70.72275593605,36.11461617463,2900.0,5700.0,o6ms06070,780.0,STIS/CCD,ISM;PLANETARY NEBULA;JET;EMISSION LINE NEBULA,9430,3,*Emission*
LMC-SN1987A-HOTSPOTS-52X2,83.86776722194,-69.26991537477,5450.0,10140.0,o6mi30060,400.0,STIS/CCD,EXT-MEDIUM;SNR;HOTSPOT;EMISSION LINE NEBULA,9428,3,*Emission*
LMC-SN1987A-HOTSPOTS-52X2,83.86717156186,-69.26992934357,5450.0,10140.0,o6mi30040,661.0,STIS/CCD,EXT-MEDIUM;SNR;HOTSPOT;EMISSION LINE NEBULA,9428,3,*Emission*
LMC-SN1987A-HOTSPOTS-52X2,83.8670784392,-69.26943176754,5450.0,10140.0,o6mi30080,790.0,STIS/CCD,EXT-MEDIUM;SNR;HOTSPOT;EMISSION LINE NEBULA,9428,3,*Emission*
LMC-SN1987A-HOTSPOTS-52X2,83.86668136723,-69.2694410781,5450.0,10140.0,o6mi30070,793.0,STIS/CCD,EXT-MEDIUM;SNR;HOTSPOT;EMISSION LINE NEBULA,9428,3,*Emission*
LMC-SN1987A-HOTSPOTS-52X2,83.86717156186,-69.26992934357,5240.0,10270.0,o6mi35030,1040.0,STIS/CCD,EXT-MEDIUM;SNR;HOTSPOT;EMISSION LINE NEBULA,9428,3,*Emission*
LMC-SN1987A-HOTSPOTS-52X2,83.86747551083,-69.26942245606,5240.0,10270.0,o6mi35080,592.0,STIS/CCD,EXT-MEDIUM;SNR;HOTSPOT;EMISSION LINE NEBULA,9428,3,*Emission*
LMC-SN1987A-HOTSPOTS-52X2,83.86756864257,-69.26992003188,5240.0,10270.0,o6mi35070,720.0,STIS/CCD,EXT-MEDIUM;SNR;HOTSPOT;EMISSION LINE NEBULA,9428,3,*Emission*
LMC-SN1987A-HOTSPOTS-52X2,83.86677448082,-69.26993865435,5240.0,10270.0,o6mi35060,720.0,STIS/CCD,EXT-MEDIUM;SNR;HOTSPOT;EMISSION LINE NEBULA,9428,3,*Emission*
LMC-SN1987A-HOTSPOTS-52X2,83.86668136723,-69.2694410781,5240.0,10270.0,o6mi35050,720.0,STIS/CCD,EXT-MEDIUM;SNR;HOTSPOT;EMISSION LINE NEBULA,9428,3,*Emission*
LMC-SN1987A-HOTSPOTS-52X2,83.86747551083,-69.26942245606,5450.0,10140.0,o6mi30090,600.0,STIS/CCD,EXT-MEDIUM;SNR;HOTSPOT;EMISSION LINE NEBULA,9428,3,*Emission*
LMC-SN1987A-HOTSPOTS-52X2,83.8670784392,-69.26943176754,5240.0,10270.0,o6mi35040,1040.0,STIS/CCD,EXT-MEDIUM;SNR;HOTSPOT;EMISSION LINE NEBULA,9428,3,*Emission*
LMC-SN1987A-HOTSPOTS-52X2,83.86668136723,-69.2694410781,2900.0,5700.0,o6mi350a0,985.0,STIS/CCD,EXT-MEDIUM;SNR;HOTSPOT;EMISSION LINE NEBULA,9428,3,*Emission*
LMC-SN1987A-HOTSPOTS-52X2,83.8670784392,-69.26943176754,2900.0,5700.0,o6mi350b0,980.0,STIS/CCD,EXT-MEDIUM;SNR;HOTSPOT;EMISSION LINE NEBULA,9428,3,*Emission*
LMC-SN1987A-HOTSPOTS-52X2,83.86747551083,-69.26942245606,2900.0,5700.0,o6mi350c0,980.0,STIS/CCD,EXT-MEDIUM;SNR;HOTSPOT;EMISSION LINE NEBULA,9428,3,*Emission*
LMC-SN1987A-HOTSPOTS-52X2,83.86756864257,-69.26992003188,2900.0,5700.0,o6mi350f0,980.0,STIS/CCD,EXT-MEDIUM;SNR;HOTSPOT;EMISSION LINE NEBULA,9428,3,*Emission*
LMC-SN1987A-HOTSPOTS-52X2,83.86707843957,-69.26943176753,5450.0,10140.0,o6mi38040,630.0,STIS/CCD,EXT-MEDIUM;SNR;HOTSPOT;EMISSION LINE NEBULA,9428,3,*Emission*
LMC-SN1987A-HOTSPOTS-52X2,83.86747551122,-69.26942245612,5450.0,10140.0,o6mi38030,661.0,STIS/CCD,EXT-MEDIUM;SNR;HOTSPOT;EMISSION LINE NEBULA,9428,3,*Emission*
LMC-SN1987A-HOTSPOTS-52X2,83.86717156186,-69.26992934357,2900.0,5700.0,o6mi350e0,980.0,STIS/CCD,EXT-MEDIUM;SNR;HOTSPOT;EMISSION LINE NEBULA,9428,3,*Emission*
LMC-SN1987A-HOTSPOTS-52X2,83.86648279231,-69.26944573384,5450.0,10140.0,o6mi38060,400.0,STIS/CCD,EXT-MEDIUM;SNR;HOTSPOT;EMISSION LINE NEBULA,9428,3,*Emission*
LMC-SN1987A-HOTSPOTS-52X2,83.86668136759,-69.26944107802,5450.0,10140.0,o6mi38050,630.0,STIS/CCD,EXT-MEDIUM;SNR;HOTSPOT;EMISSION LINE NEBULA,9428,3,*Emission*
LMC-SN1987A-HOTSPOTS-52X2,83.86677448044,-69.26993865429,5450.0,10140.0,o6mi38090,600.0,STIS/CCD,EXT-MEDIUM;SNR;HOTSPOT;EMISSION LINE NEBULA,9428,3,*Emission*
LMC-SN1987A-HOTSPOTS-52X2,83.8671715615,-69.26992934358,5450.0,10140.0,o6mi38080,790.0,STIS/CCD,EXT-MEDIUM;SNR;HOTSPOT;EMISSION LINE NEBULA,9428,3,*Emission*
LMC-SN1987A-HOTSPOTS-52X2,83.86756864221,-69.26992003196,5450.0,10140.0,o6mi38070,793.0,STIS/CCD,EXT-MEDIUM;SNR;HOTSPOT;EMISSION LINE NEBULA,9428,3,*Emission*
LMC-SN1987A-HOTSPOTS-52X2,83.86677448082,-69.26993865435,2900.0,5700.0,o6mi350d0,980.0,STIS/CCD,EXT-MEDIUM;SNR;HOTSPOT;EMISSION LINE NEBULA,9428,3,*Emission*
PK166-06D1-JET,70.72283786479,36.11436492933,5240.0,10270.0,o6ms06030,604.0,STIS/CCD,ISM;PLANETARY NEBULA;JET;EMISSION LINE NEBULA,9430,3,*Emission*
PK166-06D1-JET,70.72283786479,36.11436492933,2900.0,5700.0,o6ms06080,800.0,STIS/CCD,ISM;PLANETARY NEBULA;JET;EMISSION LINE NEBULA,9430,3,*Emission*
PK166-06D1-JET,70.72274338447,36.11436804839,5450.0,10140.0,o6ms060d0,900.0,STIS/CCD,ISM;PLANETARY NEBULA;JET;EMISSION LINE NEBULA,9430,3,*Emission*
PK166-06D1-JET,70.72285041667,36.11461305556,5450.0,10140.0,o6ms060a0,854.0,STIS/CCD,ISM;PLANETARY NEBULA;JET;EMISSION LINE NEBULA,9430,3,*Emission*
PK166-06D1-JET,70.72283786479,36.11436492933,5450.0,10140.0,o6ms060c0,900.0,STIS/CCD,ISM;PLANETARY NEBULA;JET;EMISSION LINE NEBULA,9430,3,*Emission*
PK166-06D1-JET,70.72274338447,36.11436804839,2900.0,5700.0,o6ms06090,800.0,STIS/CCD,ISM;PLANETARY NEBULA;JET;EMISSION LINE NEBULA,9430,3,*Emission*
PK166-06D1-JET,70.72275593605,36.11461617463,5240.0,10270.0,o6ms06020,650.0,STIS/CCD,ISM;PLANETARY NEBULA;JET;EMISSION LINE NEBULA,9430,3,*Emission*
PK166-06D1-JET,70.72275593605,36.11461617463,5450.0,10140.0,o6ms060b0,825.0,STIS/CCD,ISM;PLANETARY NEBULA;JET;EMISSION LINE NEBULA,9430,3,*Emission*
PK166-06D1-JET,70.72274338447,36.11436804839,5240.0,10270.0,o6ms06040,650.0,STIS/CCD,ISM;PLANETARY NEBULA;JET;EMISSION LINE NEBULA,9430,3,*Emission*
P197-427,83.83191666667,-5.407394444444,5450.0,10140.0,o8t503010,130.0,STIS/CCD,STAR;EMISSION LINE STAR;M V-IV,9866,3,*Emission*
LMC-SN1987A-HOTSPOTS-52X2,83.8672488334,-69.26996355314,2900.0,5700.0,o6kq020b0,983.0,STIS/CCD,EXT-MEDIUM;SNR;HOTSPOT;EMISSION LINE NEBULA,9328,3,*Emission*
LMC-SN1987A-HOTSPOTS-52X2,83.8668764739,-69.26991385439,2900.0,5700.0,o6kq020c0,981.0,STIS/CCD,EXT-MEDIUM;SNR;HOTSPOT;EMISSION LINE NEBULA,9328,3,*Emission*
SN1987A-STIS,83.86755753758,-69.26973520273,5240.0,10270.0,o91o75020,1168.0,STIS/CCD,EXT-MEDIUM;SNR;HOTSPOT;EMISSION LINE NEBULA,10263,3,*Emission*
SN1987A-STIS,83.86669432566,-69.26973701647,5240.0,10270.0,o91o74020,1218.0,STIS/CCD,EXT-MEDIUM;SNR;HOTSPOT;EMISSION LINE NEBULA,10263,3,*Emission*
SN1987A-STIS,83.86696619032,-69.2695697761,5240.0,10270.0,o91o72050,1546.0,STIS/CCD,EXT-MEDIUM;SNR;HOTSPOT;EMISSION LINE NEBULA,10263,3,*Emission*
SN1987A-STIS,83.86755473936,-69.269568539,5240.0,10270.0,o91o75050,1473.0,STIS/CCD,EXT-MEDIUM;SNR;HOTSPOT;EMISSION LINE NEBULA,10263,3,*Emission*
SN1987A-STIS,83.86696898402,-69.26973643984,5240.0,10270.0,o91o72020,1238.0,STIS/CCD,EXT-MEDIUM;SNR;HOTSPOT;EMISSION LINE NEBULA,10263,3,*Emission*
SN1987A-STIS,83.86728194722,-69.26968022572,5240.0,10270.0,o91o73010,1238.0,STIS/CCD,EXT-MEDIUM;SNR;HOTSPOT;EMISSION LINE NEBULA,10263,3,*Emission*
SN1987A-STIS,83.86712313674,-69.26956944641,5240.0,10270.0,o91o71050,1546.0,STIS/CCD,EXT-MEDIUM;SNR;HOTSPOT;EMISSION LINE NEBULA,10263,3,*Emission*
SN1987A-STIS,83.86728287926,-69.26973578029,5240.0,10270.0,o91o73020,1238.0,STIS/CCD,EXT-MEDIUM;SNR;HOTSPOT;EMISSION LINE NEBULA,10263,3,*Emission*
SN1987A-STIS,83.86669339513,-69.26968146189,5240.0,10270.0,o91o74010,1168.0,STIS/CCD,EXT-MEDIUM;SNR;HOTSPOT;EMISSION LINE NEBULA,10263,3,*Emission*
SN1987A-STIS,83.8666924646,-69.26962590731,5240.0,10270.0,o91o74040,1423.0,STIS/CCD,EXT-MEDIUM;SNR;HOTSPOT;EMISSION LINE NEBULA,10263,3,*Emission*
SN1987A-STIS,83.86755660483,-69.26967964815,5240.0,10270.0,o91o75010,1218.0,STIS/CCD,EXT-MEDIUM;SNR;HOTSPOT;EMISSION LINE NEBULA,10263,3,*Emission*
SN1987A-STIS,83.86696712155,-69.26962533068,5240.0,10270.0,o91o72040,1446.0,STIS/CCD,EXT-MEDIUM;SNR;HOTSPOT;EMISSION LINE NEBULA,10263,3,*Emission*
SN1987A-STIS,83.86712593164,-69.26973611014,5240.0,10270.0,o91o71020,1238.0,STIS/CCD,EXT-MEDIUM;SNR;HOTSPOT;EMISSION LINE NEBULA,10263,3,*Emission*
SN1987A-STIS,83.86696805278,-69.26968088526,5240.0,10270.0,o91o72010,1238.0,STIS/CCD,EXT-MEDIUM;SNR;HOTSPOT;EMISSION LINE NEBULA,10263,3,*Emission*
SN1987A-STIS,83.86755567209,-69.26962409358,5240.0,10270.0,o91o75040,1423.0,STIS/CCD,EXT-MEDIUM;SNR;HOTSPOT;EMISSION LINE NEBULA,10263,3,*Emission*
SN1987A-STIS,83.86728008315,-69.26956911657,5240.0,10270.0,o91o73050,1546.0,STIS/CCD,EXT-MEDIUM;SNR;HOTSPOT;EMISSION LINE NEBULA,10263,3,*Emission*
SN1987A-STIS,83.86728101518,-69.26962467114,5240.0,10270.0,o91o73040,1446.0,STIS/CCD,EXT-MEDIUM;SNR;HOTSPOT;EMISSION LINE NEBULA,10263,3,*Emission*
SN1987A-STIS,83.86712406837,-69.26962500098,5240.0,10270.0,o91o71040,1446.0,STIS/CCD,EXT-MEDIUM;SNR;HOTSPOT;EMISSION LINE NEBULA,10263,3,*Emission*
SN1987A-STIS,83.86669153408,-69.26957035273,5240.0,10270.0,o91o74050,1473.0,STIS/CCD,EXT-MEDIUM;SNR;HOTSPOT;EMISSION LINE NEBULA,10263,3,*Emission*
LMC-SN1987A-HOTSPOTS-52X2,83.86676180857,-69.26993644967,2900.0,5700.0,o6am020e0,981.0,STIS/CCD,EXT-MEDIUM;SNR;HOTSPOT;EMISSION LINE NEBULA,8872,3,*Emission*
LMC-MO-21,79.76708333333,-64.74391666667,5450.0,10140.0,o6el3n030,1200.0,STIS/CCD,EXT-MEDIUM;PLANETARY NEBULA;EMISSION LINE NEBULA,9077,3,*Emission*
LMC-MO-21,79.76708333333,-64.74391666667,3020.0,5610.0,o6el3n040,600.0,STIS/CCD,EXT-MEDIUM;PLANETARY NEBULA;EMISSION LINE NEBULA,9077,3,*Emission*
LMC-MO-21,79.76708333333,-64.74391666667,5450.0,10140.0,o6el3n020,300.0,STIS/CCD,EXT-MEDIUM;PLANETARY NEBULA;EMISSION LINE NEBULA,9077,3,*Emission*
HD32304,75.63107059097,7.423980303148,3020.0,5610.0,ob3u53cpq,0.5,STIS/CCD,STAR;G V-IV;EMISSION LINE STAR,11569,1,*Emission*
NGC4203,183.7708507795,33.19742349992,5450.0,10140.0,ob3i010d0,966.0,STIS/CCD,GALAXY;NUCLEUS;LINER;LENTICULAR;EMISSION LINE NEBULA;NLR,11571,3,*Emission*
HD32304,75.63107059079,7.423980303103,3020.0,5610.0,ob3u53cqq,0.5,STIS/CCD,STAR;G V-IV;EMISSION LINE STAR,11569,1,*Emission*
NGC4203,183.7709598179,33.19748216717,5450.0,10140.0,ob3i01080,815.0,STIS/CCD,GALAXY;NUCLEUS;LINER;LENTICULAR;EMISSION LINE NEBULA;NLR,11571,3,*Emission*
NGC4203,183.7708939306,33.19748900044,5450.0,10140.0,ob3i01060,331.0,STIS/CCD,GALAXY;NUCLEUS;LINER;LENTICULAR;EMISSION LINE NEBULA;NLR,11571,3,*Emission*
NGC4203,183.7709700255,33.19755108431,5450.0,10140.0,ob3i01090,815.0,STIS/CCD,GALAXY;NUCLEUS;LINER;LENTICULAR;EMISSION LINE NEBULA;NLR,11571,3,*Emission*
NGC4203,183.770860987,33.19749241706,5450.0,10140.0,ob3i010e0,966.0,STIS/CCD,GALAXY;NUCLEUS;LINER;LENTICULAR;EMISSION LINE NEBULA;NLR,11571,3,*Emission*
NGC4203,183.7710029692,33.19754766766,5450.0,10140.0,ob3i010c0,966.0,STIS/CCD,GALAXY;NUCLEUS;LINER;LENTICULAR;EMISSION LINE NEBULA;NLR,11571,3,*Emission*
NGC4203,183.7709825539,33.19740983339,5450.0,10140.0,ob3i010a0,966.0,STIS/CCD,GALAXY;NUCLEUS;LINER;LENTICULAR;EMISSION LINE NEBULA;NLR,11571,3,*Emission*
NGC4203,183.7709268743,33.19748558381,5450.0,10140.0,ob3i01020,860.0,STIS/CCD,GALAXY;NUCLEUS;LINER;LENTICULAR;EMISSION LINE NEBULA;NLR,11571,3,*Emission*
NGC4203,183.7708735155,33.19735116615,5450.0,10140.0,ob3i01040,1059.0,STIS/CCD,GALAXY;NUCLEUS;LINER;LENTICULAR;EMISSION LINE NEBULA;NLR,11571,3,*Emission*
NGC4203,183.7708837231,33.1974200833,5450.0,10140.0,ob3i01050,1059.0,STIS/CCD,GALAXY;NUCLEUS;LINER;LENTICULAR;EMISSION LINE NEBULA;NLR,11571,3,*Emission*
NGC4203,183.7709927616,33.19747875052,5450.0,10140.0,ob3i010b0,966.0,STIS/CCD,GALAXY;NUCLEUS;LINER;LENTICULAR;EMISSION LINE NEBULA;NLR,11571,3,*Emission*
NGC4203,183.7709064591,33.19734774953,5450.0,10140.0,ob3i01030,728.0,STIS/CCD,GALAXY;NUCLEUS;LINER;LENTICULAR;EMISSION LINE NEBULA;NLR,11571,3,*Emission*
NGC4203,183.7708711945,33.19756133421,5450.0,10140.0,ob3i010f0,966.0,STIS/CCD,GALAXY;NUCLEUS;LINER;LENTICULAR;EMISSION LINE NEBULA;NLR,11571,3,*Emission*
HD32304,75.63107547263,7.423982856545,3020.0,5610.0,ob3u03ikq,0.5,STIS/CCD,STAR;G V-IV;EMISSION LINE STAR,11569,1,*Emission*
HD32304,75.63107547266,7.423982856617,3020.0,5610.0,ob3u03ijq,0.5,STIS/CCD,STAR;G V-IV;EMISSION LINE STAR,11569,1,*Emission*
M82-A2,148.9735874734,69.68066534131,2900.0,5700.0,ob4k03030,710.0,STIS/CCD,EXT-CLUSTER;YOUNG ASSOCIATION;EMISSION LINE NEBULA;STAR FORMINGREGION,11641,3,*Emission*
M82-A2,148.9730042101,69.68046032078,2900.0,5700.0,ob4k03040,775.0,STIS/CCD,EXT-CLUSTER;YOUNG ASSOCIATION;EMISSION LINE NEBULA;STAR FORMINGREGION,11641,3,*Emission*
M82-A2,148.9730042101,69.68046032078,2900.0,5700.0,ob4k020b0,775.0,STIS/CCD,EXT-CLUSTER;YOUNG ASSOCIATION;EMISSION LINE NEBULA;STAR FORMINGREGION,11641,3,*Emission*
M82-A2,148.9734708198,69.68062433736,2900.0,5700.0,ob4k020d0,775.0,STIS/CCD,EXT-CLUSTER;YOUNG ASSOCIATION;EMISSION LINE NEBULA;STAR FORMINGREGION,11641,3,*Emission*
M82-A2,148.9730042101,69.68046032078,2900.0,5700.0,ob4k030b0,775.0,STIS/CCD,EXT-CLUSTER;YOUNG ASSOCIATION;EMISSION LINE NEBULA;STAR FORMINGREGION,11641,3,*Emission*
M82-A2,148.9734708198,69.68062433736,2900.0,5700.0,ob4k010d0,775.0,STIS/CCD,EXT-CLUSTER;YOUNG ASSOCIATION;EMISSION LINE NEBULA;STAR FORMINGREGION,11641,3,*Emission*
SBW1,160.0809663236,-59.81941085516,5450.0,10140.0,ob4i02020,2070.0,STIS/CCD,STAR;B0-B2 III-I;BE;CIRCUMSTELLAR MATTER;EMISSION LINE NEBULA;RING,11637,3,*Emission*
SBW1,160.0807003434,-59.81931136692,5450.0,10140.0,ob4i02010,2070.0,STIS/CCD,STAR;B0-B2 III-I;BE;CIRCUMSTELLAR MATTER;EMISSION LINE NEBULA;RING,11637,3,*Emission*
SN-1987A-HOTSPOTS-52X2,83.86668077715,-69.2694412152,5450.0,10140.0,ob7i200d0,389.0,STIS/CCD,EXT-MEDIUM;EMISSION LINE NEBULA;SNR,11653,3,*Emission*
NGC4203,183.7709496103,33.19741325003,5450.0,10140.0,ob3i01070,815.0,STIS/CCD,GALAXY;NUCLEUS;LINER;LENTICULAR;EMISSION LINE NEBULA;NLR,11571,3,*Emission*
M82-A2,148.9731208618,69.68050132504,5450.0,10140.0,ob4k04010,685.0,STIS/CCD,EXT-CLUSTER;YOUNG ASSOCIATION;EMISSION LINE NEBULA;STAR FORMINGREGION,11641,3,*Emission*
M82-A2,148.9733541667,69.68058333333,5450.0,10140.0,ob4k04020,685.0,STIS/CCD,EXT-CLUSTER;YOUNG ASSOCIATION;EMISSION LINE NEBULA;STAR FORMINGREGION,11641,3,*Emission*
3C-048,24.42207539176,33.15969782251,5450.0,10140.0,ob6i03010,1064.0,STIS/CCD,GALAXY;EJECTA;EMISSION LINE NEBULA;WIND,11574,3,*Emission*
3C-048,24.4221477067,33.159414203,5450.0,10140.0,ob6i03060,1458.0,STIS/CCD,GALAXY;EJECTA;EMISSION LINE NEBULA;WIND,11574,3,*Emission*
3C-048,24.42204849053,33.15942095914,5450.0,10140.0,ob6i03020,1064.0,STIS/CCD,GALAXY;EJECTA;EMISSION LINE NEBULA;WIND,11574,3,*Emission*
3C-048,24.42217460824,33.15969106635,5450.0,10140.0,ob6i03050,1458.0,STIS/CCD,GALAXY;EJECTA;EMISSION LINE NEBULA;WIND,11574,3,*Emission*
3C-048,24.42202158948,33.15914409576,5450.0,10140.0,ob6i03030,1458.0,STIS/CCD,GALAXY;EJECTA;EMISSION LINE NEBULA;WIND,11574,3,*Emission*
3C-048,24.4219946886,33.15886723238,5450.0,10140.0,ob6i03040,1458.0,STIS/CCD,GALAXY;EJECTA;EMISSION LINE NEBULA;WIND,11574,3,*Emission*
3C-048,24.42209390415,33.15886047628,5450.0,10140.0,ob6i03080,1456.0,STIS/CCD,GALAXY;EJECTA;EMISSION LINE NEBULA;WIND,11574,3,*Emission*
3C-048,24.42212080534,33.15913733964,5450.0,10140.0,ob6i03070,1456.0,STIS/CCD,GALAXY;EJECTA;EMISSION LINE NEBULA;WIND,11574,3,*Emission*
ETA-CAR-A,161.2650690572,-59.68450576652,3020.0,5610.0,ob60640l0,10.0,STIS/CCD,STAR;ETA CARINAE STAR;EMISSION LINE STAR;LUMINOUS BLUE VARIABLE;CIRCUMSTELLAR MATTER;EJECTA,11612,3,*Emission*
ETA-CAR-A,161.2649625,-59.68447222222,3020.0,5610.0,ob60640k0,60.0,STIS/CCD,STAR;ETA CARINAE STAR;EMISSION LINE STAR;LUMINOUS BLUE VARIABLE;CIRCUMSTELLAR MATTER;EJECTA,11612,3,*Emission*
ETA-CAR-A,161.2649625,-59.68447222222,3020.0,5610.0,ob60640x0,20.0,STIS/CCD,STAR;ETA CARINAE STAR;EMISSION LINE STAR;LUMINOUS BLUE VARIABLE;CIRCUMSTELLAR MATTER;EJECTA,11612,3,*Emission*
ETA-CAR-A,161.2649625,-59.68447222222,3020.0,5610.0,ob60640z0,20.0,STIS/CCD,STAR;ETA CARINAE STAR;EMISSION LINE STAR;LUMINOUS BLUE VARIABLE;CIRCUMSTELLAR MATTER;EJECTA,11612,3,*Emission*
ETA-CAR-A,161.2649625,-59.68447222222,3020.0,5610.0,ob60640w0,15.0,STIS/CCD,STAR;ETA CARINAE STAR;EMISSION LINE STAR;LUMINOUS BLUE VARIABLE;CIRCUMSTELLAR MATTER;EJECTA,11612,3,*Emission*
ETA-CAR-A,161.2649625,-59.68447222222,3020.0,5610.0,ob60640s0,6.0,STIS/CCD,STAR;ETA CARINAE STAR;EMISSION LINE STAR;LUMINOUS BLUE VARIABLE;CIRCUMSTELLAR MATTER;EJECTA,11612,3,*Emission*
ETA-CAR-A,161.2649625,-59.68447222222,3020.0,5610.0,ob60640y0,20.0,STIS/CCD,STAR;ETA CARINAE STAR;EMISSION LINE STAR;LUMINOUS BLUE VARIABLE;CIRCUMSTELLAR MATTER;EJECTA,11612,3,*Emission*
ETA-CAR-A,161.2650690572,-59.68450576652,3020.0,5610.0,ob60640u0,6.0,STIS/CCD,STAR;ETA CARINAE STAR;EMISSION LINE STAR;LUMINOUS BLUE VARIABLE;CIRCUMSTELLAR MATTER;EJECTA,11612,3,*Emission*
ETA-CAR-A,161.2650690572,-59.68450576652,3020.0,5610.0,ob60640m0,60.0,STIS/CCD,STAR;ETA CARINAE STAR;EMISSION LINE STAR;LUMINOUS BLUE VARIABLE;CIRCUMSTELLAR MATTER;EJECTA,11612,3,*Emission*
ETA-CAR-NNE,161.2649995833,-59.68443972222,3020.0,5610.0,ob60640q0,72.0,STIS/CCD,UNIDENTIFIED;EJECTA;EMISSION LINE NEBULA;KNOT,11612,3,*Emission*
ETA-CAR-NNE,161.2651061404,-59.68447326652,3020.0,5610.0,ob60640r0,72.0,STIS/CCD,UNIDENTIFIED;EJECTA;EMISSION LINE NEBULA;KNOT,11612,3,*Emission*
ETA-CAR-A,161.2649625,-59.68447222222,3020.0,5610.0,ob6064110,20.0,STIS/CCD,STAR;ETA CARINAE STAR;EMISSION LINE STAR;LUMINOUS BLUE VARIABLE;CIRCUMSTELLAR MATTER;EJECTA,11612,3,*Emission*
ETA-CAR-A,161.2649625,-59.68447222222,3020.0,5610.0,ob60640t0,54.0,STIS/CCD,STAR;ETA CARINAE STAR;EMISSION LINE STAR;LUMINOUS BLUE VARIABLE;CIRCUMSTELLAR MATTER;EJECTA,11612,3,*Emission*
ETA-CAR-SSW,161.2649254167,-59.68450472222,3020.0,5610.0,ob60640n0,90.0,STIS/CCD,UNIDENTIFIED;EJECTA;EMISSION LINE NEBULA;KNOT,11612,3,*Emission*
ETA-CAR-A,161.2650690572,-59.68450576652,3020.0,5610.0,ob6064120,0.8,STIS/CCD,STAR;ETA CARINAE STAR;EMISSION LINE STAR;LUMINOUS BLUE VARIABLE;CIRCUMSTELLAR MATTER;EJECTA,11612,3,*Emission*
ETA-CAR-NNE2,161.2650366667,-59.68440722222,3020.0,5610.0,ob60640p0,60.0,STIS/CCD,UNIDENTIFIED;EJECTA;EMISSION LINE NEBULA,11612,3,*Emission*
ETA-CAR-NNE2,161.2650366667,-59.68440722222,3020.0,5610.0,ob60640o0,180.0,STIS/CCD,UNIDENTIFIED;EJECTA;EMISSION LINE NEBULA,11612,3,*Emission*
ETA-CAR-A,161.2649625,-59.68447222222,1640.0,3190.0,ob6064180,100.0,STIS/CCD,STAR;ETA CARINAE STAR;EMISSION LINE STAR;LUMINOUS BLUE VARIABLE;CIRCUMSTELLAR MATTER;EJECTA,11612,3,*Emission*
ETA-CAR-A,161.2649625,-59.68447222222,3020.0,5610.0,ob6064100,0.8,STIS/CCD,STAR;ETA CARINAE STAR;EMISSION LINE STAR;LUMINOUS BLUE VARIABLE;CIRCUMSTELLAR MATTER;EJECTA,11612,3,*Emission*
