common_name,inst_family,obs_id,filename,file_size_mb,status
PKS1252+11,FOS,,y0rv0z03t_c2f.fits,0.452,ok
PKS1252+11,FOS,,y0rv0z03t_c4f.fits,0.452,ok
PKS1252+11,FOS,,y0rv0z03t_c5f.fits,0.452,ok
PKS1252+11,FOS,,y0rv0z03t_c7f.fits,0.452,ok
PKS1252+11,FOS,,y0rv0z04t_c0f.fits,0.452,ok
PKS1252+11,FOS,,y0rv0z04t_c1f.fits,0.452,ok
PKS1252+11,FOS,,y0rv0z04t_c2f.fits,0.452,ok
PKS1252+11,FOS,,y0rv0z04t_c4f.fits,0.452,ok
PKS1252+11,FOS,,y0rv0z04t_c5f.fits,0.452,ok
PKS1252+11,FOS,,y0rv0z04t_c7f.fits,0.452,ok
PKS1252+11,FOS,,y0rv0z05t_c0f.fits,0.452,ok
PKS1252+11,FOS,,y0rv0z05t_c1f.fits,0.452,ok
PKS1252+11,FOS,,y0rv0z05t_c2f.fits,0.452,ok
PKS1252+11,FOS,,y0rv0z05t_c4f.fits,0.452,ok
PKS1252+11,FOS,,y0rv0z05t_c5f.fits,0.452,ok
PKS1252+11,FOS,,y0rv0z05t_c7f.fits,0.452,ok
PKS1252+11,FOS,,y0rv0z06t_c0f.fits,0.452,ok
PKS1252+11,FOS,,y0rv0z06t_c1f.fits,0.452,ok
PKS1252+11,FOS,,y0rv0z06t_c2f.fits,0.452,ok
PKS1252+11,FOS,,y0rv0z06t_c4f.fits,0.452,ok
PKS1252+11,FOS,,y0rv0z06t_c5f.fits,0.452,ok
PKS1252+11,FOS,,y0rv0z06t_c7f.fits,0.452,ok
PKS1252+11,FOS,,y0rv0z07t_c0f.fits,0.478,ok
PKS1252+11,FOS,,y0rv0z07t_c1f.fits,0.478,ok
PKS1252+11,FOS,,y0rv0z07t_c2f.fits,0.478,ok
PKS1252+11,FOS,,y0rv0z07t_c4f.fits,0.478,ok
PKS1252+11,FOS,,y0rv0z07t_c5f.fits,0.478,ok
PKS1252+11,FOS,,y0rv0z07t_c7f.fits,0.478,ok
PKS1252+11,FOS,,y0rv0z08t_c0f.fits,0.228,ok
PKS1252+11,FOS,,y0rv0z08t_c1f.fits,0.228,ok
PKS1252+11,FOS,,y0rv0z08t_c2f.fits,0.228,ok
PKS1252+11,FOS,,y0rv0z08t_c4f.fits,0.228,ok
PKS1252+11,FOS,,y0rv0z08t_c5f.fits,0.228,ok
PKS1252+11,FOS,,y0rv0z08t_c7f.fits,0.228,ok
PKS1451-375,FOS,,y1ip0504t_c0f.fits,0.04,ok
PKS1451-375,FOS,,y1ip0504t_c1f.fits,0.04,ok
PKS1451-375,FOS,,y1ip0504t_c2f.fits,0.04,ok
PKS1451-375,FOS,,y1ip0504t_c4f.fits,0.04,ok
PKS1451-375,FOS,,y1ip0504t_c5f.fits,0.04,ok
PKS1451-375,FOS,,y1ip0504t_c7f.fits,0.04,ok
PKS1451-375,FOS,,y1ip0505t_c0f.fits,0.118,ok
PKS1451-375,FOS,,y1ip0505t_c1f.fits,0.118,ok
PKS1451-375,FOS,,y1ip0505t_c2f.fits,0.118,ok
PKS1451-375,FOS,,y1ip0505t_c4f.fits,0.118,ok
PKS1451-375,FOS,,y1ip0505t_c5f.fits,0.118,ok
PKS1451-375,FOS,,y1ip0505t_c7f.fits,0.118,ok
PKS1451-375,FOS,,y1ip0506t_c0f.fits,0.049,ok
PKS1451-375,FOS,,y1ip0506t_c1f.fits,0.049,ok
PKS1451-375,FOS,,y1ip0506t_c2f.fits,0.049,ok
PKS1451-375,FOS,,y1ip0506t_c4f.fits,0.049,ok
PKS1451-375,FOS,,y1ip0506t_c5f.fits,0.049,ok
PKS1451-375,FOS,,y1ip0506t_c7f.fits,0.049,ok
PKS1451-375,FOS,,y2qz0602t_c0f.fits,0.086,ok
PKS1451-375,FOS,,y2qz0602t_c1f.fits,0.086,ok
PKS1451-375,FOS,,y2qz0602t_c2f.fits,0.086,ok
PKS1451-375,FOS,,y2qz0602t_c4f.fits,0.086,ok
PKS1451-375,FOS,,y2qz0602t_c5f.fits,0.086,ok
PKS1451-375,FOS,,y2qz0602t_c7f.fits,0.086,ok
PKS2216-03,FOS,,y0pe0l02t_c0f.fits,0.075,ok
PKS2216-03,FOS,,y0pe0l02t_c1f.fits,0.075,ok
PKS2216-03,FOS,,y0pe0l02t_c2f.fits,0.075,ok
PKS2216-03,FOS,,y0pe0l02t_c4f.fits,0.075,ok
PKS2216-03,FOS,,y0pe0l02t_c5f.fits,0.075,ok
PKS2216-03,FOS,,y0pe0l02t_c7f.fits,0.075,ok
PKS2216-03,FOS,,y0pe0l03t_c0f.fits,0.066,ok
PKS2216-03,FOS,,y0pe0l03t_c1f.fits,0.066,ok
PKS2216-03,FOS,,y0pe0l03t_c2f.fits,0.066,ok
PKS2216-03,FOS,,y0pe0l03t_c4f.fits,0.066,ok
PKS2216-03,FOS,,y0pe0l03t_c5f.fits,0.066,ok
PKS2216-03,FOS,,y0pe0l03t_c7f.fits,0.066,ok
PKS2216-03,FOS,,y0pe0l04t_c0f.fits,0.049,ok
PKS2216-03,FOS,,y0pe0l04t_c1f.fits,0.049,ok
PKS2216-03,FOS,,y0pe0l04t_c2f.fits,0.049,ok
PKS2216-03,FOS,,y0pe0l04t_c4f.fits,0.049,ok
PKS2216-03,FOS,,y0pe0l04t_c5f.fits,0.049,ok
PKS2216-03,FOS,,y0pe0l04t_c7f.fits,0.049,ok
PKS2216-03,FOS,,y1170202t_c0f.fits,0.075,ok
PKS2216-03,FOS,,y1170202t_c1f.fits,0.075,ok
PKS2216-03,FOS,,y1170202t_c2f.fits,0.075,ok
PKS2216-03,FOS,,y1170202t_c4f.fits,0.075,ok
PKS2216-03,FOS,,y1170202t_c5f.fits,0.075,ok
PKS2216-03,FOS,,y1170202t_c7f.fits,0.075,ok
PKS2216-03,FOS,,y1170203t_c0f.fits,0.066,ok
PKS2216-03,FOS,,y1170203t_c1f.fits,0.066,ok
PKS2216-03,FOS,,y1170203t_c2f.fits,0.066,ok
PKS2216-03,FOS,,y1170203t_c4f.fits,0.066,ok
PKS2216-03,FOS,,y1170203t_c5f.fits,0.066,ok
PKS2216-03,FOS,,y1170203t_c7f.fits,0.066,ok
PKS2216-03,FOS,,y1170204t_c0f.fits,0.049,ok
PKS2216-03,FOS,,y1170204t_c1f.fits,0.049,ok
PKS2216-03,FOS,,y1170204t_c2f.fits,0.049,ok
PKS2216-03,FOS,,y1170204t_c4f.fits,0.049,ok
PKS2216-03,FOS,,y1170204t_c5f.fits,0.049,ok
PKS2216-03,FOS,,y1170204t_c7f.fits,0.049,ok
PKS2216-03,FOS,,y1em0102p_c0f.fits,0.075,ok
PKS2216-03,FOS,,y1em0102p_c1f.fits,0.075,ok
PKS2216-03,FOS,,y1em0102p_c2f.fits,0.075,ok
PKS2216-03,FOS,,y1em0102p_c4f.fits,0.075,ok
PKS2216-03,FOS,,y1em0102p_c5f.fits,0.075,ok
PKS2216-03,FOS,,y1em0102p_c7f.fits,0.075,ok
PKS2216-03,FOS,,y1em0103p_c0f.fits,0.066,ok
PKS2216-03,FOS,,y1em0103p_c1f.fits,0.066,ok
PKS2216-03,FOS,,y1em0103p_c2f.fits,0.066,ok
PKS2216-03,FOS,,y1em0103p_c4f.fits,0.066,ok
PKS2216-03,FOS,,y1em0103p_c5f.fits,0.066,ok
PKS2216-03,FOS,,y1em0103p_c7f.fits,0.066,ok
PKS2216-03,FOS,,y1em0104p_c0f.fits,0.049,ok
PKS2216-03,FOS,,y1em0104p_c1f.fits,0.049,ok
PKS2216-03,FOS,,y1em0104p_c2f.fits,0.049,ok
PKS2216-03,FOS,,y1em0104p_c4f.fits,0.049,ok
PKS2216-03,FOS,,y1em0104p_c5f.fits,0.049,ok
PKS2216-03,FOS,,y1em0104p_c7f.fits,0.049,ok
PKS2243-123,FOS,,y1450j03t_c0f.fits,0.553,ok
PKS2243-123,FOS,,y1450j03t_c1f.fits,0.553,ok
PKS2243-123,FOS,,y1450j03t_c2f.fits,0.553,ok
PKS2243-123,FOS,,y1450j03t_c4f.fits,0.553,ok
PKS2243-123,FOS,,y1450j03t_c5f.fits,0.553,ok
PKS2243-123,FOS,,y1450j03t_c7f.fits,0.553,ok
PKS2243-123,FOS,,y1450j04t_c0f.fits,0.553,ok
PKS2243-123,FOS,,y1450j04t_c1f.fits,0.553,ok
PKS2243-123,FOS,,y1450j04t_c2f.fits,0.553,ok
PKS2243-123,FOS,,y1450j04t_c4f.fits,0.553,ok
PKS2243-123,FOS,,y1450j04t_c5f.fits,0.553,ok
PKS2243-123,FOS,,y1450j04t_c7f.fits,0.553,ok
PKS2243-123,FOS,,y1450j05t_c0f.fits,0.553,ok
PKS2243-123,FOS,,y1450j05t_c1f.fits,0.553,ok
PKS2243-123,FOS,,y1450j05t_c2f.fits,0.553,ok
PKS2243-123,FOS,,y1450j05t_c4f.fits,0.553,ok
PKS2243-123,FOS,,y1450j05t_c5f.fits,0.553,ok
PKS2243-123,FOS,,y1450j05t_c7f.fits,0.553,ok
PKS2243-123,FOS,,y1450j06t_c0f.fits,0.53,ok
PKS2243-123,FOS,,y1450j06t_c1f.fits,0.53,ok
PKS2243-123,FOS,,y1450j06t_c2f.fits,0.53,ok
PKS2243-123,FOS,,y1450j06t_c4f.fits,0.53,ok
PKS2243-123,FOS,,y1450j06t_c5f.fits,0.53,ok
PKS2243-123,FOS,,y1450j06t_c7f.fits,0.53,ok
PKS2243-123,FOS,,y1450j07t_c0f.fits,0.158,ok
PKS2243-123,FOS,,y1450j07t_c1f.fits,0.158,ok
PKS2243-123,FOS,,y1450j07t_c2f.fits,0.158,ok
PKS2243-123,FOS,,y1450j07t_c4f.fits,0.158,ok
PKS2243-123,FOS,,y1450j07t_c5f.fits,0.158,ok
PKS2243-123,FOS,,y1450j07t_c7f.fits,0.158,ok
PKS2300-68,FOS,,y0rv1o03t_c0f.fits,0.622,ok
PKS2300-68,FOS,,y0rv1o03t_c1f.fits,0.622,ok
PKS2300-68,FOS,,y0rv1o03t_c2f.fits,0.622,ok
PKS2300-68,FOS,,y0rv1o03t_c4f.fits,0.622,ok
PKS2300-68,FOS,,y0rv1o03t_c5f.fits,0.622,ok
PKS2300-68,FOS,,y0rv1o03t_c7f.fits,0.622,ok
PKS2300-68,FOS,,y0rv1o04t_c0f.fits,0.622,ok
PKS2300-68,FOS,,y0rv1o04t_c1f.fits,0.622,ok
PKS2300-68,FOS,,y0rv1o04t_c2f.fits,0.622,ok
PKS2300-68,FOS,,y0rv1o04t_c4f.fits,0.622,ok
PKS2300-68,FOS,,y0rv1o04t_c5f.fits,0.622,ok
PKS2300-68,FOS,,y0rv1o04t_c7f.fits,0.622,ok
PKS2300-68,FOS,,y0rv1o05t_c0f.fits,0.435,ok
PKS2300-68,FOS,,y0rv1o05t_c1f.fits,0.435,ok
PKS2300-68,FOS,,y0rv1o05t_c2f.fits,0.435,ok
PKS2300-68,FOS,,y0rv1o05t_c4f.fits,0.435,ok
PKS2300-68,FOS,,y0rv1o05t_c5f.fits,0.435,ok
PKS2300-68,FOS,,y0rv1o05t_c7f.fits,0.435,ok
PKS2300-68,FOS,,y0rv1o06t_c0f.fits,0.158,ok
PKS2300-68,FOS,,y0rv1o06t_c1f.fits,0.158,ok
PKS2300-68,FOS,,y0rv1o06t_c2f.fits,0.158,ok
PKS2300-68,FOS,,y0rv1o06t_c4f.fits,0.158,ok
PKS2300-68,FOS,,y0rv1o06t_c5f.fits,0.158,ok
PKS2300-68,FOS,,y0rv1o06t_c7f.fits,0.158,ok
PKS2344+09,FOS,,y1450l03t_c0f.fits,0.613,ok
PKS2344+09,FOS,,y1450l03t_c1f.fits,0.613,ok
PKS2344+09,FOS,,y1450l03t_c2f.fits,0.613,ok
PKS2344+09,FOS,,y1450l03t_c4f.fits,0.613,ok
PKS2344+09,FOS,,y1450l03t_c5f.fits,0.613,ok
PKS2344+09,FOS,,y1450l03t_c7f.fits,0.613,ok
PKS2344+09,FOS,,y1450l04t_c0f.fits,0.613,ok
PKS2344+09,FOS,,y1450l04t_c1f.fits,0.613,ok
PKS2344+09,FOS,,y1450l04t_c2f.fits,0.613,ok
PKS2344+09,FOS,,y1450l04t_c4f.fits,0.613,ok
PKS2344+09,FOS,,y1450l04t_c5f.fits,0.613,ok
PKS2344+09,FOS,,y1450l04t_c7f.fits,0.613,ok
PKS2344+09,FOS,,y1450l05t_c0f.fits,0.409,ok
PKS2344+09,FOS,,y1450l05t_c1f.fits,0.409,ok
PKS2344+09,FOS,,y1450l05t_c2f.fits,0.409,ok
PKS2344+09,FOS,,y1450l05t_c4f.fits,0.409,ok
PKS2344+09,FOS,,y1450l05t_c5f.fits,0.409,ok
PKS2344+09,FOS,,y1450l05t_c7f.fits,0.409,ok
PKS2344+09,FOS,,y1450l06t_c0f.fits,0.158,ok
PKS2344+09,FOS,,y1450l06t_c1f.fits,0.158,ok
PKS2344+09,FOS,,y1450l06t_c2f.fits,0.158,ok
PKS2344+09,FOS,,y1450l06t_c4f.fits,0.158,ok
PKS2344+09,FOS,,y1450l06t_c5f.fits,0.158,ok
PKS2344+09,FOS,,y1450l06t_c7f.fits,0.158,ok
Pic A,FOS,,y33y0104t_c0f.fits,0.078,ok
Pic A,FOS,,y33y0104t_c1f.fits,0.078,ok
Pic A,FOS,,y33y0104t_c2f.fits,0.078,ok
Pic A,FOS,,y33y0104t_c4f.fits,0.078,ok
Pic A,FOS,,y33y0104t_c5f.fits,0.078,ok
Pic A,FOS,,y33y0104t_c7f.fits,0.078,ok
Pic A,FOS,,y33y0105t_c0f.fits,0.112,ok
Pic A,FOS,,y33y0105t_c1f.fits,0.112,ok
Pic A,FOS,,y33y0105t_c2f.fits,0.112,ok
Pic A,FOS,,y33y0105t_c4f.fits,0.112,ok
Pic A,FOS,,y33y0105t_c5f.fits,0.112,ok
Pic A,FOS,,y33y0105t_c7f.fits,0.112,ok
Pic A,FOS,,y33y0106t_c0f.fits,0.121,ok
Pic A,FOS,,y33y0106t_c1f.fits,0.121,ok
Pic A,FOS,,y33y0106t_c2f.fits,0.121,ok
Pic A,FOS,,y33y0106t_c4f.fits,0.121,ok
Pic A,FOS,,y33y0106t_c5f.fits,0.121,ok
Pic A,FOS,,y33y0106t_c7f.fits,0.121,ok
Pic A,FOS,,y33y0107t_c0f.fits,0.101,ok
Pic A,FOS,,y33y0107t_c1f.fits,0.101,ok
Pic A,FOS,,y33y0107t_c2f.fits,0.101,ok
Pic A,FOS,,y33y0107t_c4f.fits,0.101,ok
Pic A,FOS,,y33y0107t_c5f.fits,0.101,ok
Pic A,FOS,,y33y0107t_c7f.fits,0.101,ok
Pic A,FOS,,y33y0108t_c0f.fits,0.043,ok
Pic A,FOS,,y33y0108t_c1f.fits,0.043,ok
Pic A,FOS,,y33y0108t_c2f.fits,0.043,ok
Pic A,FOS,,y33y0108t_c4f.fits,0.043,ok
Pic A,FOS,,y33y0108t_c5f.fits,0.043,ok
Pic A,FOS,,y33y0108t_c7f.fits,0.043,ok
Pic A,FOS,,y33y0109t_c0f.fits,0.121,ok
Pic A,FOS,,y33y0109t_c1f.fits,0.121,ok
Pic A,FOS,,y33y0109t_c2f.fits,0.121,ok
Pic A,FOS,,y33y0109t_c4f.fits,0.121,ok
Pic A,FOS,,y33y0109t_c5f.fits,0.121,ok
Pic A,FOS,,y33y0109t_c7f.fits,0.121,ok
Pic A,FOS,,y33y010at_c0f.fits,0.121,ok
Pic A,FOS,,y33y010at_c1f.fits,0.121,ok
Pic A,FOS,,y33y010at_c2f.fits,0.121,ok
Pic A,FOS,,y33y010at_c4f.fits,0.121,ok
Pic A,FOS,,y33y010at_c5f.fits,0.121,ok
Pic A,FOS,,y33y010at_c7f.fits,0.121,ok
Q1130+6026,COS,,lcvl04010_x1dsum.fits,0.933,ok
Q1130+6026,COS,,lcvl04qqq_x1d.fits,1.719,ok
Q1130+6026,COS,,lcvl04qzq_x1d.fits,1.719,ok
Q1130+6026,COS,,lcvl04rnq_x1d.fits,1.719,ok
Q1130+6026,COS,,lcvl04ruq_x1d.fits,1.719,ok
Q1214+1804,FOS,,y29c0802t_c0f.fits,0.095,ok
Q1214+1804,FOS,,y29c0802t_c1f.fits,0.095,ok
Q1214+1804,FOS,,y29c0802t_c2f.fits,0.095,ok
Q1214+1804,FOS,,y29c0802t_c4f.fits,0.095,ok
Q1214+1804,FOS,,y29c0802t_c5f.fits,0.095,ok
Q1214+1804,FOS,,y29c0802t_c7f.fits,0.095,ok
Q1229-0207,COS,,lbrj17010_x1dsum.fits,1.817,ok
Q1229-0207,COS,,lbrj17oaq_x1d.fits,3.39,ok
Q1229-0207,COS,,lbrj17ofq_x1d.fits,3.39,ok
Q1229-0207,COS,,lbrj17ojq_x1d.fits,3.39,ok
Q1229-0207,COS,,lbrj17omq_x1d.fits,3.39,ok
Q1229-0207,COS,,lbrj17oqq_x1d.fits,3.39,ok
Q1229-0207,STIS,,o55h08010_sx1.fits,0.081,ok
Q1229-0207,FOS,,y0pl0203t_c0f.fits,0.098,ok
Q1229-0207,FOS,,y0pl0203t_c1f.fits,0.098,ok
Q1229-0207,FOS,,y0pl0203t_c2f.fits,0.098,ok
Q1229-0207,FOS,,y0pl0203t_c4f.fits,0.098,ok
Q1229-0207,FOS,,y0pl0203t_c5f.fits,0.098,ok
Q1229-0207,FOS,,y0pl0203t_c7f.fits,0.098,ok
Q1229-0207,FOS,,y2b10902t_c0f.fits,0.13,ok
Q1229-0207,FOS,,y2b10902t_c1f.fits,0.13,ok
Q1229-0207,FOS,,y2b10902t_c2f.fits,0.13,ok
Q1229-0207,FOS,,y2b10902t_c4f.fits,0.13,ok
Q1229-0207,FOS,,y2b10902t_c5f.fits,0.13,ok
Q1229-0207,FOS,,y2b10902t_c7f.fits,0.13,ok
Q1229-0207,FOS,,y2b10903t_c0f.fits,0.199,ok
Q1229-0207,FOS,,y2b10903t_c1f.fits,0.199,ok
Q1229-0207,FOS,,y2b10903t_c2f.fits,0.199,ok
Q1229-0207,FOS,,y2b10903t_c4f.fits,0.199,ok
Q1229-0207,FOS,,y2b10903t_c5f.fits,0.199,ok
Q1229-0207,FOS,,y2b10903t_c7f.fits,0.199,ok
Q1229-0207,FOS,,y2b10904t_c0f.fits,0.147,ok
Q1229-0207,FOS,,y2b10904t_c1f.fits,0.147,ok
Q1229-0207,FOS,,y2b10904t_c2f.fits,0.147,ok
Q1229-0207,FOS,,y2b10904t_c4f.fits,0.147,ok
Q1229-0207,FOS,,y2b10904t_c5f.fits,0.147,ok
Q1229-0207,FOS,,y2b10904t_c7f.fits,0.147,ok
Q1229-0207,FOS,,y2gq2901t_c0f.fits,0.043,ok
Q1229-0207,FOS,,y2gq2901t_c1f.fits,0.043,ok
Q1229-0207,FOS,,y2gq2901t_c2f.fits,0.043,ok
Q1229-0207,FOS,,y2gq2901t_c4f.fits,0.043,ok
Q1229-0207,FOS,,y2gq2901t_c5f.fits,0.043,ok
Q1229-0207,FOS,,y2gq2901t_c7f.fits,0.043,ok
Q1311+0217,FOS,,y29c0902t_c0f.fits,0.13,ok
Q1311+0217,FOS,,y29c0902t_c1f.fits,0.13,ok
Q1311+0217,FOS,,y29c0902t_c2f.fits,0.13,ok
Q1311+0217,FOS,,y29c0902t_c4f.fits,0.13,ok
Q1311+0217,FOS,,y29c0902t_c5f.fits,0.13,ok
Q1311+0217,FOS,,y29c0902t_c7f.fits,0.13,ok
QSO B0250+0055,STIS,,o8ex17010_x1d.fits,0.078,ok
QSO B0250+0055,STIS,,o8ex17020_x1d.fits,0.132,ok
QSO B0624+6907,STIS,,o6ct12010_sx1.fits,0.081,ok
QSO B0624+6907,STIS,,o6e112010_x1d.fits,1.757,ok
QSO B0624+6907,STIS,,o6e112020_x1d.fits,1.757,ok
QSO B0624+6907,STIS,,o6e112030_x1d.fits,1.757,ok
QSO B0624+6907,STIS,,o6e112040_x1d.fits,1.757,ok
QSO B0624+6907,STIS,,o6e112050_x1d.fits,1.757,ok
QSO B0624+6907,STIS,,o6e112060_x1d.fits,1.757,ok
QSO B0624+6907,STIS,,o6e113010_x1d.fits,1.757,ok
QSO B0624+6907,STIS,,o6e113020_x1d.fits,1.757,ok
QSO B0624+6907,STIS,,o6e113030_x1d.fits,1.757,ok
QSO B0624+6907,STIS,,o6e113040_x1d.fits,1.757,ok
QSO B0624+6907,STIS,,o6e113050_x1d.fits,1.757,ok
QSO B0624+6907,STIS,,o6e113060_x1d.fits,1.757,ok
QSO B0624+6907,STIS,,o6e114010_x1d.fits,1.757,ok
QSO B0624+6907,STIS,,o6e114020_x1d.fits,1.757,ok
QSO B0624+6907,STIS,,o6e114030_x1d.fits,1.757,ok
QSO B0624+6907,STIS,,o6e114040_x1d.fits,1.757,ok
QSO B0624+6907,STIS,,o6e114050_x1d.fits,1.757,ok
QSO B0624+6907,STIS,,o6e114060_x1d.fits,1.757,ok
QSO B0624+6907,STIS,,o6e115010_x1d.fits,1.757,ok
QSO B0624+6907,STIS,,o6e115020_x1d.fits,1.757,ok
QSO B0624+6907,STIS,,o6e115030_x1d.fits,1.757,ok
QSO B0624+6907,STIS,,o6e115040_x1d.fits,1.757,ok
QSO B0624+6907,STIS,,o6e116010_x1d.fits,1.757,ok
QSO B0624+6907,STIS,,o6e116020_x1d.fits,1.757,ok
QSO B0624+6907,STIS,,o6e116030_x1d.fits,1.757,ok
QSO B0624+6907,STIS,,o6e116040_x1d.fits,1.757,ok
QSO B0624+6907,FOS,,y10g0103t_c0f.fits,0.674,ok
QSO B0624+6907,FOS,,y10g0103t_c1f.fits,0.674,ok
QSO B0624+6907,FOS,,y10g0103t_c2f.fits,0.674,ok
QSO B0624+6907,FOS,,y10g0103t_c4f.fits,0.674,ok
QSO B0624+6907,FOS,,y10g0103t_c5f.fits,0.674,ok
QSO B0624+6907,FOS,,y10g0103t_c7f.fits,0.674,ok
QSO B0624+6907,FOS,,y10g0104t_c0f.fits,0.674,ok
QSO B0624+6907,FOS,,y10g0104t_c1f.fits,0.674,ok
QSO B0624+6907,FOS,,y10g0104t_c2f.fits,0.674,ok
QSO B0624+6907,FOS,,y10g0104t_c4f.fits,0.674,ok
QSO B0624+6907,FOS,,y10g0104t_c5f.fits,0.674,ok
QSO B0624+6907,FOS,,y10g0104t_c7f.fits,0.674,ok
QSO B0624+6907,FOS,,y10g0105t_c0f.fits,0.674,ok
QSO B0624+6907,FOS,,y10g0105t_c1f.fits,0.674,ok
QSO B0624+6907,FOS,,y10g0105t_c2f.fits,0.674,ok
QSO B0624+6907,FOS,,y10g0105t_c4f.fits,0.674,ok
QSO B0624+6907,FOS,,y10g0105t_c5f.fits,0.674,ok
QSO B0624+6907,FOS,,y10g0105t_c7f.fits,0.674,ok
QSO B0624+6907,FOS,,y1450303t_c0f.fits,0.435,ok
QSO B0624+6907,FOS,,y1450303t_c1f.fits,0.435,ok
QSO B0624+6907,FOS,,y1450303t_c2f.fits,0.435,ok
QSO B0624+6907,FOS,,y1450303t_c4f.fits,0.435,ok
QSO B0624+6907,FOS,,y1450303t_c5f.fits,0.435,ok
QSO B0624+6907,FOS,,y1450303t_c7f.fits,0.435,ok
QSO B0624+6907,FOS,,y1450304t_c0f.fits,0.228,ok
QSO B0624+6907,FOS,,y1450304t_c1f.fits,0.228,ok
QSO B0624+6907,FOS,,y1450304t_c2f.fits,0.228,ok
QSO B0624+6907,FOS,,y1450304t_c4f.fits,0.228,ok
QSO B0624+6907,FOS,,y1450304t_c5f.fits,0.228,ok
QSO B0624+6907,FOS,,y1450304t_c7f.fits,0.228,ok
QSO B0624+6907,FOS,,y1bz0103t_c0f.fits,0.435,ok
QSO B0624+6907,FOS,,y1bz0103t_c1f.fits,0.435,ok
QSO B0624+6907,FOS,,y1bz0103t_c2f.fits,0.435,ok
QSO B0624+6907,FOS,,y1bz0103t_c4f.fits,0.435,ok
QSO B0624+6907,FOS,,y1bz0103t_c5f.fits,0.435,ok
QSO B0624+6907,FOS,,y1bz0103t_c7f.fits,0.435,ok
QSO B0624+6907,FOS,,y1bz0104t_c0f.fits,0.228,ok
QSO B0624+6907,FOS,,y1bz0104t_c1f.fits,0.228,ok
QSO B0624+6907,FOS,,y1bz0104t_c2f.fits,0.228,ok
QSO B0624+6907,FOS,,y1bz0104t_c4f.fits,0.228,ok
QSO B0624+6907,FOS,,y1bz0104t_c5f.fits,0.228,ok
QSO B0624+6907,FOS,,y1bz0104t_c7f.fits,0.228,ok
QSO B0624+6907,FOS,,y2ie0604t_c0f.fits,0.069,ok
QSO B0624+6907,FOS,,y2ie0604t_c1f.fits,0.069,ok
QSO B0624+6907,FOS,,y2ie0604t_c2f.fits,0.069,ok
QSO B0624+6907,FOS,,y2ie0604t_c4f.fits,0.069,ok
QSO B0624+6907,FOS,,y2ie0604t_c5f.fits,0.069,ok
QSO B0624+6907,FOS,,y2ie0604t_c7f.fits,0.069,ok
QSO B0624+6907,FOS,,y2ie0605t_c0f.fits,0.069,ok
QSO B0624+6907,FOS,,y2ie0605t_c1f.fits,0.069,ok
QSO B0624+6907,FOS,,y2ie0605t_c2f.fits,0.069,ok
QSO B0624+6907,FOS,,y2ie0605t_c4f.fits,0.069,ok
QSO B0624+6907,FOS,,y2ie0605t_c5f.fits,0.069,ok
QSO B0624+6907,FOS,,y2ie0605t_c7f.fits,0.069,ok
QSO B0624+6907,FOS,,y2ie0606t_c0f.fits,0.078,ok
QSO B0624+6907,FOS,,y2ie0606t_c1f.fits,0.078,ok
QSO B0624+6907,FOS,,y2ie0606t_c2f.fits,0.078,ok
QSO B0624+6907,FOS,,y2ie0606t_c4f.fits,0.078,ok
QSO B0624+6907,FOS,,y2ie0606t_c5f.fits,0.078,ok
QSO B0624+6907,FOS,,y2ie0606t_c7f.fits,0.078,ok
QSO B1011-040,COS,,lb4q04040_x1dsum.fits,1.944,ok
QSO B1011-040,COS,,lb4q04050_x1dsum.fits,1.944,ok
QSO B1011-040,COS,,lb4q04060_x1dsum.fits,1.944,ok
QSO B1011-040,COS,,lb4q04070_x1dsum.fits,1.944,ok
QSO B1011-040,COS,,lb4q04080_x1dsum.fits,1.947,ok
QSO B1011-040,COS,,lb4q04090_x1dsum.fits,1.944,ok
QSO B1011-040,COS,,lb4q040a0_x1dsum.fits,1.944,ok
QSO B1011-040,COS,,lb4q040b0_x1dsum.fits,1.944,ok
QSO B1011-040,COS,,lb4q04a3q_x1d.fits,3.39,ok
QSO B1011-040,COS,,lb4q04a6q_x1d.fits,3.39,ok
QSO B1011-040,COS,,lb4q04a8q_x1d.fits,3.39,ok
QSO B1011-040,COS,,lb4q04adq_x1d.fits,3.39,ok
QSO B1011-040,COS,,lb4q04afq_x1d.fits,3.39,ok
QSO B1011-040,COS,,lb4q04akq_x1d.fits,3.39,ok
QSO B1011-040,COS,,lb4q04anq_x1d.fits,3.39,ok
QSO B1011-040,COS,,lb4q04zzq_x1d.fits,3.39,ok
QSO B1048+342,COS,,lbg704050_x1dsum.fits,1.947,ok
QSO B1048+342,COS,,lbg704060_x1dsum.fits,1.814,ok
QSO B1048+342,COS,,lbg704070_x1dsum.fits,1.944,ok
QSO B1048+342,COS,,lbg704080_x1dsum.fits,1.944,ok
QSO B1048+342,COS,,lbg704aiq_x1d.fits,3.39,ok
QSO B1048+342,COS,,lbg704arq_x1d.fits,3.39,ok
QSO B1048+342,COS,,lbg704auq_x1d.fits,3.39,ok
QSO B1048+342,COS,,lbg704b0q_x1d.fits,3.39,ok
QSO B1048+342,COS,,lbg704b2q_x1d.fits,3.39,ok
QSO B1048+342,COS,,lbg7050a0_x1dsum.fits,1.947,ok
QSO B1048+342,COS,,lbg7050b0_x1dsum.fits,1.944,ok
QSO B1048+342,COS,,lbg7050c0_x1dsum.fits,1.944,ok
