calib_level,common_name,dataRights,dataURI,dataproduct_type,description,filters,inst_family,obsID,obs_collection,obs_id,parent_obsid,productDocumentationURL,productFilename,productGroupDescription,productSubGroupDescription,productType,project,proposal_id,prvversion,size,type
2,LB 2126,PUBLIC,mast:HST/product/y2sg0105t_c7f.fits,spectrum,DADS C7F file - Calibrated exposure FOS,G270H,FOS,24763940,HST,y2sg0105t,24763940,,y2sg0105t_c7f.fits,Minimum Recommended Products,C7F,SCIENCE,CALFOS,6220,,43200,S
2,LB 2126,PUBLIC,mast:HST/product/y1hi0r02t_c0f.fits,spectrum,DADS C0F file - Calibrated exposure WFPC/WFPC2/FOC/FOS/GHRS/HSP,G190H,FOS,24757380,HST,y1hi0r02t,24757380,,y1hi0r02t_c0f.fits,Minimum Recommended Products,C0F,SCIENCE,CALFOS,4952,,74880,S
2,LB 2126,PUBLIC,mast:HST/product/y1hi0r02t_c1f.fits,spectrum,DADS C1F file - Calibrated exposure WFPC/FOC/FOS/GHRS/HSP,G190H,FOS,24757380,HST,y1hi0r02t,24757380,,y1hi0r02t_c1f.fits,Minimum Recommended Products,C1F,SCIENCE,CALFOS,4952,,74880,S
2,LB 2126,PUBLIC,mast:HST/product/y1hi0r02t_c2f.fits,spectrum,DADS C2F file - Calibrated exposure WFPC/GHRS/FOS/HSP,G190H,FOS,24757380,HST,y1hi0r02t,24757380,,y1hi0r02t_c2f.fits,Minimum Recommended Products,C2F,SCIENCE,CALFOS,4952,,74880,S
2,LB 2126,PUBLIC,mast:HST/product/y1hi0r02t_c4f.fits,spectrum,DADS C4F file - Calibrated exposure GHRS/FOS,G190H,FOS,24757380,HST,y1hi0r02t,24757380,,y1hi0r02t_c4f.fits,Minimum Recommended Products,C4F,SCIENCE,CALFOS,4952,,74880,S
2,LB 2126,PUBLIC,mast:HST/product/y1hi0r02t_c5f.fits,spectrum,DADS C5F file - Calibrated exposure GHRS/FOS,G190H,FOS,24757380,HST,y1hi0r02t,24757380,,y1hi0r02t_c5f.fits,Minimum Recommended Products,C5F,SCIENCE,CALFOS,4952,,74880,S
2,LB 2126,PUBLIC,mast:HST/product/y1hi0r02t_c7f.fits,spectrum,DADS C7F file - Calibrated exposure FOS,G190H,FOS,24757380,HST,y1hi0r02t,24757380,,y1hi0r02t_c7f.fits,Minimum Recommended Products,C7F,SCIENCE,CALFOS,4952,,74880,S
2,LB 2126,PUBLIC,mast:HST/product/y1hi0s02t_c0f.fits,spectrum,DADS C0F file - Calibrated exposure WFPC/WFPC2/FOC/FOS/GHRS/HSP,G270H,FOS,24757382,HST,y1hi0s02t,24757382,,y1hi0s02t_c0f.fits,Minimum Recommended Products,C0F,SCIENCE,CALFOS,4952,,57600,S
2,LB 2126,PUBLIC,mast:HST/product/y1hi0s02t_c1f.fits,spectrum,DADS C1F file - Calibrated exposure WFPC/FOC/FOS/GHRS/HSP,G270H,FOS,24757382,HST,y1hi0s02t,24757382,,y1hi0s02t_c1f.fits,Minimum Recommended Products,C1F,SCIENCE,CALFOS,4952,,57600,S
2,LB 2126,PUBLIC,mast:HST/product/y1hi0s02t_c2f.fits,spectrum,DADS C2F file - Calibrated exposure WFPC/GHRS/FOS/HSP,G270H,FOS,24757382,HST,y1hi0s02t,24757382,,y1hi0s02t_c2f.fits,Minimum Recommended Products,C2F,SCIENCE,CALFOS,4952,,57600,S
2,LB 2126,PUBLIC,mast:HST/product/y1hi0s02t_c4f.fits,spectrum,DADS C4F file - Calibrated exposure GHRS/FOS,G270H,FOS,24757382,HST,y1hi0s02t,24757382,,y1hi0s02t_c4f.fits,Minimum Recommended Products,C4F,SCIENCE,CALFOS,4952,,57600,S
2,LB 2126,PUBLIC,mast:HST/product/y1hi0s02t_c5f.fits,spectrum,DADS C5F file - Calibrated exposure GHRS/FOS,G270H,FOS,24757382,HST,y1hi0s02t,24757382,,y1hi0s02t_c5f.fits,Minimum Recommended Products,C5F,SCIENCE,CALFOS,4952,,57600,S
2,LB 2126,PUBLIC,mast:HST/product/y1hi0s02t_c7f.fits,spectrum,DADS C7F file - Calibrated exposure FOS,G270H,FOS,24757382,HST,y1hi0s02t,24757382,,y1hi0s02t_c7f.fits,Minimum Recommended Products,C7F,SCIENCE,CALFOS,4952,,57600,S
2,ICRF J113957.0+654749,PUBLIC,mast:HST/product/y0xx0602t_c0f.fits,spectrum,DADS C0F file - Calibrated exposure WFPC/WFPC2/FOC/FOS/GHRS/HSP,G160L,FOS,24754254,HST,y0xx0602t,24754254,,y0xx0602t_c0f.fits,Minimum Recommended Products,C0F,SCIENCE,CALFOS,4044,,83520,S
2,ICRF J113957.0+654749,PUBLIC,mast:HST/product/y0xx0602t_c1f.fits,spectrum,DADS C1F file - Calibrated exposure WFPC/FOC/FOS/GHRS/HSP,G160L,FOS,24754254,HST,y0xx0602t,24754254,,y0xx0602t_c1f.fits,Minimum Recommended Products,C1F,SCIENCE,CALFOS,4044,,83520,S
2,ICRF J113957.0+654749,PUBLIC,mast:HST/product/y0xx0602t_c2f.fits,spectrum,DADS C2F file - Calibrated exposure WFPC/GHRS/FOS/HSP,G160L,FOS,24754254,HST,y0xx0602t,24754254,,y0xx0602t_c2f.fits,Minimum Recommended Products,C2F,SCIENCE,CALFOS,4044,,83520,S
2,ICRF J113957.0+654749,PUBLIC,mast:HST/product/y0xx0602t_c4f.fits,spectrum,DADS C4F file - Calibrated exposure GHRS/FOS,G160L,FOS,24754254,HST,y0xx0602t,24754254,,y0xx0602t_c4f.fits,Minimum Recommended Products,C4F,SCIENCE,CALFOS,4044,,83520,S
2,ICRF J113957.0+654749,PUBLIC,mast:HST/product/y0xx0602t_c5f.fits,spectrum,DADS C5F file - Calibrated exposure GHRS/FOS,G160L,FOS,24754254,HST,y0xx0602t,24754254,,y0xx0602t_c5f.fits,Minimum Recommended Products,C5F,SCIENCE,CALFOS,4044,,83520,S
2,ICRF J113957.0+654749,PUBLIC,mast:HST/product/y0xx0602t_c7f.fits,spectrum,DADS C7F file - Calibrated exposure FOS,G160L,FOS,24754254,HST,y0xx0602t,24754254,,y0xx0602t_c7f.fits,Minimum Recommended Products,C7F,SCIENCE,CALFOS,4044,,83520,S
2,ICRF J113957.0+654749,PUBLIC,mast:HST/product/y0rv1h05t_c0f.fits,spectrum,DADS C0F file - Calibrated exposure WFPC/WFPC2/FOC/FOS/GHRS/HSP,G160L,FOS,24753335,HST,y0rv1h05t,24753335,,y0rv1h05t_c0f.fits,Minimum Recommended Products,C0F,SCIENCE,CALFOS,2424,,158400,S
2,ICRF J113957.0+654749,PUBLIC,mast:HST/product/y0rv1h05t_c1f.fits,spectrum,DADS C1F file - Calibrated exposure WFPC/FOC/FOS/GHRS/HSP,G160L,FOS,24753335,HST,y0rv1h05t,24753335,,y0rv1h05t_c1f.fits,Minimum Recommended Products,C1F,SCIENCE,CALFOS,2424,,158400,S
2,ICRF J113957.0+654749,PUBLIC,mast:HST/product/y0rv1h05t_c2f.fits,spectrum,DADS C2F file - Calibrated exposure WFPC/GHRS/FOS/HSP,G160L,FOS,24753335,HST,y0rv1h05t,24753335,,y0rv1h05t_c2f.fits,Minimum Recommended Products,C2F,SCIENCE,CALFOS,2424,,158400,S
2,ICRF J113957.0+654749,PUBLIC,mast:HST/product/y0rv1h05t_c4f.fits,spectrum,DADS C4F file - Calibrated exposure GHRS/FOS,G160L,FOS,24753335,HST,y0rv1h05t,24753335,,y0rv1h05t_c4f.fits,Minimum Recommended Products,C4F,SCIENCE,CALFOS,2424,,158400,S
2,ICRF J113957.0+654749,PUBLIC,mast:HST/product/y0rv1h05t_c5f.fits,spectrum,DADS C5F file - Calibrated exposure GHRS/FOS,G160L,FOS,24753335,HST,y0rv1h05t,24753335,,y0rv1h05t_c5f.fits,Minimum Recommended Products,C5F,SCIENCE,CALFOS,2424,,158400,S
2,ICRF J113957.0+654749,PUBLIC,mast:HST/product/y0rv1h05t_c7f.fits,spectrum,DADS C7F file - Calibrated exposure FOS,G160L,FOS,24753335,HST,y0rv1h05t,24753335,,y0rv1h05t_c7f.fits,Minimum Recommended Products,C7F,SCIENCE,CALFOS,2424,,158400,S
2,ICRF J113957.0+654749,PUBLIC,mast:HST/product/y0pe0902t_c0f.fits,spectrum,DADS C0F file - Calibrated exposure WFPC/WFPC2/FOC/FOS/GHRS/HSP,G190H,FOS,24752899,HST,y0pe0902t,24752899,,y0pe0902t_c0f.fits,Minimum Recommended Products,C0F,SCIENCE,CALFOS,2578,,66240,S
2,ICRF J113957.0+654749,PUBLIC,mast:HST/product/y0pe0902t_c1f.fits,spectrum,DADS C1F file - Calibrated exposure WFPC/FOC/FOS/GHRS/HSP,G190H,FOS,24752899,HST,y0pe0902t,24752899,,y0pe0902t_c1f.fits,Minimum Recommended Products,C1F,SCIENCE,CALFOS,2578,,66240,S
2,ICRF J113957.0+654749,PUBLIC,mast:HST/product/y0pe0902t_c2f.fits,spectrum,DADS C2F file - Calibrated exposure WFPC/GHRS/FOS/HSP,G190H,FOS,24752899,HST,y0pe0902t,24752899,,y0pe0902t_c2f.fits,Minimum Recommended Products,C2F,SCIENCE,CALFOS,2578,,66240,S
2,ICRF J113957.0+654749,PUBLIC,mast:HST/product/y0pe0902t_c4f.fits,spectrum,DADS C4F file - Calibrated exposure GHRS/FOS,G190H,FOS,24752899,HST,y0pe0902t,24752899,,y0pe0902t_c4f.fits,Minimum Recommended Products,C4F,SCIENCE,CALFOS,2578,,66240,S
2,ICRF J113957.0+654749,PUBLIC,mast:HST/product/y0pe0902t_c5f.fits,spectrum,DADS C5F file - Calibrated exposure GHRS/FOS,G190H,FOS,24752899,HST,y0pe0902t,24752899,,y0pe0902t_c5f.fits,Minimum Recommended Products,C5F,SCIENCE,CALFOS,2578,,66240,S
2,ICRF J113957.0+654749,PUBLIC,mast:HST/product/y0pe0902t_c7f.fits,spectrum,DADS C7F file - Calibrated exposure FOS,G190H,FOS,24752899,HST,y0pe0902t,24752899,,y0pe0902t_c7f.fits,Minimum Recommended Products,C7F,SCIENCE,CALFOS,2578,,66240,S
2,ICRF J113957.0+654749,PUBLIC,mast:HST/product/y0pe0904t_c0f.fits,spectrum,DADS C0F file - Calibrated exposure WFPC/WFPC2/FOC/FOS/GHRS/HSP,G400H,FOS,24752901,HST,y0pe0904t,24752901,,y0pe0904t_c0f.fits,Minimum Recommended Products,C0F,SCIENCE,CALFOS,2578,,40320,S
2,ICRF J113957.0+654749,PUBLIC,mast:HST/product/y0pe0904t_c1f.fits,spectrum,DADS C1F file - Calibrated exposure WFPC/FOC/FOS/GHRS/HSP,G400H,FOS,24752901,HST,y0pe0904t,24752901,,y0pe0904t_c1f.fits,Minimum Recommended Products,C1F,SCIENCE,CALFOS,2578,,40320,S
2,ICRF J113957.0+654749,PUBLIC,mast:HST/product/y0pe0904t_c2f.fits,spectrum,DADS C2F file - Calibrated exposure WFPC/GHRS/FOS/HSP,G400H,FOS,24752901,HST,y0pe0904t,24752901,,y0pe0904t_c2f.fits,Minimum Recommended Products,C2F,SCIENCE,CALFOS,2578,,40320,S
2,ICRF J113957.0+654749,PUBLIC,mast:HST/product/y0pe0904t_c4f.fits,spectrum,DADS C4F file - Calibrated exposure GHRS/FOS,G400H,FOS,24752901,HST,y0pe0904t,24752901,,y0pe0904t_c4f.fits,Minimum Recommended Products,C4F,SCIENCE,CALFOS,2578,,40320,S
2,ICRF J113957.0+654749,PUBLIC,mast:HST/product/y0pe0904t_c5f.fits,spectrum,DADS C5F file - Calibrated exposure GHRS/FOS,G400H,FOS,24752901,HST,y0pe0904t,24752901,,y0pe0904t_c5f.fits,Minimum Recommended Products,C5F,SCIENCE,CALFOS,2578,,40320,S
2,ICRF J113957.0+654749,PUBLIC,mast:HST/product/y0pe0904t_c7f.fits,spectrum,DADS C7F file - Calibrated exposure FOS,G400H,FOS,24752901,HST,y0pe0904t,24752901,,y0pe0904t_c7f.fits,Minimum Recommended Products,C7F,SCIENCE,CALFOS,2578,,40320,S
2,ICRF J113957.0+654749,PUBLIC,mast:HST/product/y0pe0903t_c0f.fits,spectrum,DADS C0F file - Calibrated exposure WFPC/WFPC2/FOC/FOS/GHRS/HSP,G270H,FOS,24752900,HST,y0pe0903t,24752900,,y0pe0903t_c0f.fits,Minimum Recommended Products,C0F,SCIENCE,CALFOS,2578,,48960,S
2,ICRF J113957.0+654749,PUBLIC,mast:HST/product/y0pe0903t_c1f.fits,spectrum,DADS C1F file - Calibrated exposure WFPC/FOC/FOS/GHRS/HSP,G270H,FOS,24752900,HST,y0pe0903t,24752900,,y0pe0903t_c1f.fits,Minimum Recommended Products,C1F,SCIENCE,CALFOS,2578,,48960,S
2,ICRF J113957.0+654749,PUBLIC,mast:HST/product/y0pe0903t_c2f.fits,spectrum,DADS C2F file - Calibrated exposure WFPC/GHRS/FOS/HSP,G270H,FOS,24752900,HST,y0pe0903t,24752900,,y0pe0903t_c2f.fits,Minimum Recommended Products,C2F,SCIENCE,CALFOS,2578,,48960,S
2,ICRF J113957.0+654749,PUBLIC,mast:HST/product/y0pe0903t_c4f.fits,spectrum,DADS C4F file - Calibrated exposure GHRS/FOS,G270H,FOS,24752900,HST,y0pe0903t,24752900,,y0pe0903t_c4f.fits,Minimum Recommended Products,C4F,SCIENCE,CALFOS,2578,,48960,S
2,ICRF J113957.0+654749,PUBLIC,mast:HST/product/y0pe0903t_c5f.fits,spectrum,DADS C5F file - Calibrated exposure GHRS/FOS,G270H,FOS,24752900,HST,y0pe0903t,24752900,,y0pe0903t_c5f.fits,Minimum Recommended Products,C5F,SCIENCE,CALFOS,2578,,48960,S
2,ICRF J113957.0+654749,PUBLIC,mast:HST/product/y0pe0903t_c7f.fits,spectrum,DADS C7F file - Calibrated exposure FOS,G270H,FOS,24752900,HST,y0pe0903t,24752900,,y0pe0903t_c7f.fits,Minimum Recommended Products,C7F,SCIENCE,CALFOS,2578,,48960,S
2,ICRF J113957.0+654749,PUBLIC,mast:HST/product/y0rv1h03t_c0f.fits,spectrum,DADS C0F file - Calibrated exposure WFPC/WFPC2/FOC/FOS/GHRS/HSP,G190H,FOS,24753333,HST,y0rv1h03t,24753333,,y0rv1h03t_c0f.fits,Minimum Recommended Products,C0F,SCIENCE,CALFOS,2424,,622080,S
2,ICRF J113957.0+654749,PUBLIC,mast:HST/product/y0rv1h03t_c1f.fits,spectrum,DADS C1F file - Calibrated exposure WFPC/FOC/FOS/GHRS/HSP,G190H,FOS,24753333,HST,y0rv1h03t,24753333,,y0rv1h03t_c1f.fits,Minimum Recommended Products,C1F,SCIENCE,CALFOS,2424,,622080,S
2,ICRF J113957.0+654749,PUBLIC,mast:HST/product/y0rv1h03t_c2f.fits,spectrum,DADS C2F file - Calibrated exposure WFPC/GHRS/FOS/HSP,G190H,FOS,24753333,HST,y0rv1h03t,24753333,,y0rv1h03t_c2f.fits,Minimum Recommended Products,C2F,SCIENCE,CALFOS,2424,,622080,S
2,ICRF J113957.0+654749,PUBLIC,mast:HST/product/y0rv1h03t_c4f.fits,spectrum,DADS C4F file - Calibrated exposure GHRS/FOS,G190H,FOS,24753333,HST,y0rv1h03t,24753333,,y0rv1h03t_c4f.fits,Minimum Recommended Products,C4F,SCIENCE,CALFOS,2424,,622080,S
2,ICRF J113957.0+654749,PUBLIC,mast:HST/product/y0rv1h03t_c5f.fits,spectrum,DADS C5F file - Calibrated exposure GHRS/FOS,G190H,FOS,24753333,HST,y0rv1h03t,24753333,,y0rv1h03t_c5f.fits,Minimum Recommended Products,C5F,SCIENCE,CALFOS,2424,,622080,S
2,ICRF J113957.0+654749,PUBLIC,mast:HST/product/y0rv1h03t_c7f.fits,spectrum,DADS C7F file - Calibrated exposure FOS,G190H,FOS,24753333,HST,y0rv1h03t,24753333,,y0rv1h03t_c7f.fits,Minimum Recommended Products,C7F,SCIENCE,CALFOS,2424,,622080,S
2,ICRF J113957.0+654749,PUBLIC,mast:HST/product/y0rv1h04t_c0f.fits,spectrum,DADS C0F file - Calibrated exposure WFPC/WFPC2/FOC/FOS/GHRS/HSP,G270H,FOS,24753334,HST,y0rv1h04t,24753334,,y0rv1h04t_c0f.fits,Minimum Recommended Products,C0F,SCIENCE,CALFOS,2424,,204480,S
2,ICRF J113957.0+654749,PUBLIC,mast:HST/product/y0rv1h04t_c1f.fits,spectrum,DADS C1F file - Calibrated exposure WFPC/FOC/FOS/GHRS/HSP,G270H,FOS,24753334,HST,y0rv1h04t,24753334,,y0rv1h04t_c1f.fits,Minimum Recommended Products,C1F,SCIENCE,CALFOS,2424,,204480,S
2,ICRF J113957.0+654749,PUBLIC,mast:HST/product/y0rv1h04t_c2f.fits,spectrum,DADS C2F file - Calibrated exposure WFPC/GHRS/FOS/HSP,G270H,FOS,24753334,HST,y0rv1h04t,24753334,,y0rv1h04t_c2f.fits,Minimum Recommended Products,C2F,SCIENCE,CALFOS,2424,,204480,S
2,ICRF J113957.0+654749,PUBLIC,mast:HST/product/y0rv1h04t_c4f.fits,spectrum,DADS C4F file - Calibrated exposure GHRS/FOS,G270H,FOS,24753334,HST,y0rv1h04t,24753334,,y0rv1h04t_c4f.fits,Minimum Recommended Products,C4F,SCIENCE,CALFOS,2424,,204480,S
2,ICRF J113957.0+654749,PUBLIC,mast:HST/product/y0rv1h04t_c5f.fits,spectrum,DADS C5F file - Calibrated exposure GHRS/FOS,G270H,FOS,24753334,HST,y0rv1h04t,24753334,,y0rv1h04t_c5f.fits,Minimum Recommended Products,C5F,SCIENCE,CALFOS,2424,,204480,S
2,ICRF J113957.0+654749,PUBLIC,mast:HST/product/y0rv1h04t_c7f.fits,spectrum,DADS C7F file - Calibrated exposure FOS,G270H,FOS,24753334,HST,y0rv1h04t,24753334,,y0rv1h04t_c7f.fits,Minimum Recommended Products,C7F,SCIENCE,CALFOS,2424,,204480,S
2,Ton 951,PUBLIC,mast:HST/product/y0p80103t_c0f.fits,spectrum,DADS C0F file - Calibrated exposure WFPC/WFPC2/FOC/FOS/GHRS/HSP,G130H,FOS,24752846,HST,y0p80103t,24752846,,y0p80103t_c0f.fits,Minimum Recommended Products,C0F,SCIENCE,CALFOS,2717,,74880,S
2,Ton 951,PUBLIC,mast:HST/product/y0p80103t_c1f.fits,spectrum,DADS C1F file - Calibrated exposure WFPC/FOC/FOS/GHRS/HSP,G130H,FOS,24752846,HST,y0p80103t,24752846,,y0p80103t_c1f.fits,Minimum Recommended Products,C1F,SCIENCE,CALFOS,2717,,74880,S
2,Ton 951,PUBLIC,mast:HST/product/y0p80103t_c2f.fits,spectrum,DADS C2F file - Calibrated exposure WFPC/GHRS/FOS/HSP,G130H,FOS,24752846,HST,y0p80103t,24752846,,y0p80103t_c2f.fits,Minimum Recommended Products,C2F,SCIENCE,CALFOS,2717,,74880,S
2,Ton 951,PUBLIC,mast:HST/product/y0p80103t_c4f.fits,spectrum,DADS C4F file - Calibrated exposure GHRS/FOS,G130H,FOS,24752846,HST,y0p80103t,24752846,,y0p80103t_c4f.fits,Minimum Recommended Products,C4F,SCIENCE,CALFOS,2717,,74880,S
2,Ton 951,PUBLIC,mast:HST/product/y0p80103t_c5f.fits,spectrum,DADS C5F file - Calibrated exposure GHRS/FOS,G130H,FOS,24752846,HST,y0p80103t,24752846,,y0p80103t_c5f.fits,Minimum Recommended Products,C5F,SCIENCE,CALFOS,2717,,74880,S
2,Ton 951,PUBLIC,mast:HST/product/y0p80103t_c7f.fits,spectrum,DADS C7F file - Calibrated exposure FOS,G130H,FOS,24752846,HST,y0p80103t,24752846,,y0p80103t_c7f.fits,Minimum Recommended Products,C7F,SCIENCE,CALFOS,2717,,74880,S
2,Ton 951,PUBLIC,mast:HST/product/y0p80104t_c0f.fits,spectrum,DADS C0F file - Calibrated exposure WFPC/WFPC2/FOC/FOS/GHRS/HSP,G130H,FOS,24752847,HST,y0p80104t,24752847,,y0p80104t_c0f.fits,Minimum Recommended Products,C0F,SCIENCE,CALFOS,2717,,74880,S
2,Ton 951,PUBLIC,mast:HST/product/y0p80104t_c1f.fits,spectrum,DADS C1F file - Calibrated exposure WFPC/FOC/FOS/GHRS/HSP,G130H,FOS,24752847,HST,y0p80104t,24752847,,y0p80104t_c1f.fits,Minimum Recommended Products,C1F,SCIENCE,CALFOS,2717,,74880,S
2,Ton 951,PUBLIC,mast:HST/product/y0p80104t_c2f.fits,spectrum,DADS C2F file - Calibrated exposure WFPC/GHRS/FOS/HSP,G130H,FOS,24752847,HST,y0p80104t,24752847,,y0p80104t_c2f.fits,Minimum Recommended Products,C2F,SCIENCE,CALFOS,2717,,74880,S
2,Ton 951,PUBLIC,mast:HST/product/y0p80104t_c4f.fits,spectrum,DADS C4F file - Calibrated exposure GHRS/FOS,G130H,FOS,24752847,HST,y0p80104t,24752847,,y0p80104t_c4f.fits,Minimum Recommended Products,C4F,SCIENCE,CALFOS,2717,,74880,S
2,Ton 951,PUBLIC,mast:HST/product/y0p80104t_c5f.fits,spectrum,DADS C5F file - Calibrated exposure GHRS/FOS,G130H,FOS,24752847,HST,y0p80104t,24752847,,y0p80104t_c5f.fits,Minimum Recommended Products,C5F,SCIENCE,CALFOS,2717,,74880,S
2,Ton 951,PUBLIC,mast:HST/product/y0p80104t_c7f.fits,spectrum,DADS C7F file - Calibrated exposure FOS,G130H,FOS,24752847,HST,y0p80104t,24752847,,y0p80104t_c7f.fits,Minimum Recommended Products,C7F,SCIENCE,CALFOS,2717,,74880,S
2,Ton 951,PUBLIC,mast:HST/product/y0p80105t_c0f.fits,spectrum,DADS C0F file - Calibrated exposure WFPC/WFPC2/FOC/FOS/GHRS/HSP,G270H,FOS,24752848,HST,y0p80105t,24752848,,y0p80105t_c0f.fits,Minimum Recommended Products,C0F,SCIENCE,CALFOS,2717,,83520,S
2,Ton 951,PUBLIC,mast:HST/product/y0p80105t_c1f.fits,spectrum,DADS C1F file - Calibrated exposure WFPC/FOC/FOS/GHRS/HSP,G270H,FOS,24752848,HST,y0p80105t,24752848,,y0p80105t_c1f.fits,Minimum Recommended Products,C1F,SCIENCE,CALFOS,2717,,83520,S
2,Ton 951,PUBLIC,mast:HST/product/y0p80105t_c2f.fits,spectrum,DADS C2F file - Calibrated exposure WFPC/GHRS/FOS/HSP,G270H,FOS,24752848,HST,y0p80105t,24752848,,y0p80105t_c2f.fits,Minimum Recommended Products,C2F,SCIENCE,CALFOS,2717,,83520,S
2,Ton 951,PUBLIC,mast:HST/product/y0p80105t_c4f.fits,spectrum,DADS C4F file - Calibrated exposure GHRS/FOS,G270H,FOS,24752848,HST,y0p80105t,24752848,,y0p80105t_c4f.fits,Minimum Recommended Products,C4F,SCIENCE,CALFOS,2717,,83520,S
2,Ton 951,PUBLIC,mast:HST/product/y0p80105t_c5f.fits,spectrum,DADS C5F file - Calibrated exposure GHRS/FOS,G270H,FOS,24752848,HST,y0p80105t,24752848,,y0p80105t_c5f.fits,Minimum Recommended Products,C5F,SCIENCE,CALFOS,2717,,83520,S
2,Ton 951,PUBLIC,mast:HST/product/y0p80105t_c7f.fits,spectrum,DADS C7F file - Calibrated exposure FOS,G270H,FOS,24752848,HST,y0p80105t,24752848,,y0p80105t_c7f.fits,Minimum Recommended Products,C7F,SCIENCE,CALFOS,2717,,83520,S
2,SBSG 1123+594A,PUBLIC,mast:HST/product/y1hi0l02t_c0f.fits,spectrum,DADS C0F file - Calibrated exposure WFPC/WFPC2/FOC/FOS/GHRS/HSP,G160L,FOS,24757374,HST,y1hi0l02t,24757374,,y1hi0l02t_c0f.fits,Minimum Recommended Products,C0F,SCIENCE,CALFOS,4952,,40320,S
2,SBSG 1123+594A,PUBLIC,mast:HST/product/y1hi0l02t_c1f.fits,spectrum,DADS C1F file - Calibrated exposure WFPC/FOC/FOS/GHRS/HSP,G160L,FOS,24757374,HST,y1hi0l02t,24757374,,y1hi0l02t_c1f.fits,Minimum Recommended Products,C1F,SCIENCE,CALFOS,4952,,40320,S
2,SBSG 1123+594A,PUBLIC,mast:HST/product/y1hi0l02t_c2f.fits,spectrum,DADS C2F file - Calibrated exposure WFPC/GHRS/FOS/HSP,G160L,FOS,24757374,HST,y1hi0l02t,24757374,,y1hi0l02t_c2f.fits,Minimum Recommended Products,C2F,SCIENCE,CALFOS,4952,,40320,S
2,SBSG 1123+594A,PUBLIC,mast:HST/product/y1hi0l02t_c4f.fits,spectrum,DADS C4F file - Calibrated exposure GHRS/FOS,G160L,FOS,24757374,HST,y1hi0l02t,24757374,,y1hi0l02t_c4f.fits,Minimum Recommended Products,C4F,SCIENCE,CALFOS,4952,,40320,S
2,SBSG 1123+594A,PUBLIC,mast:HST/product/y1hi0l02t_c5f.fits,spectrum,DADS C5F file - Calibrated exposure GHRS/FOS,G160L,FOS,24757374,HST,y1hi0l02t,24757374,,y1hi0l02t_c5f.fits,Minimum Recommended Products,C5F,SCIENCE,CALFOS,4952,,40320,S
2,SBSG 1123+594A,PUBLIC,mast:HST/product/y1hi0l02t_c7f.fits,spectrum,DADS C7F file - Calibrated exposure FOS,G160L,FOS,24757374,HST,y1hi0l02t,24757374,,y1hi0l02t_c7f.fits,Minimum Recommended Products,C7F,SCIENCE,CALFOS,4952,,40320,S
2,QSO B1626+5529,PUBLIC,mast:HST/product/y38o1602t_c0f.fits,spectrum,DADS C0F file - Calibrated exposure WFPC/WFPC2/FOC/FOS/GHRS/HSP,G130H,FOS,24767801,HST,y38o1602t,24767801,,y38o1602t_c0f.fits,Minimum Recommended Products,C0F,SCIENCE,CALFOS,6781,,146880,S
2,QSO B1626+5529,PUBLIC,mast:HST/product/y38o1602t_c1f.fits,spectrum,DADS C1F file - Calibrated exposure WFPC/FOC/FOS/GHRS/HSP,G130H,FOS,24767801,HST,y38o1602t,24767801,,y38o1602t_c1f.fits,Minimum Recommended Products,C1F,SCIENCE,CALFOS,6781,,146880,S
2,QSO B1626+5529,PUBLIC,mast:HST/product/y38o1602t_c2f.fits,spectrum,DADS C2F file - Calibrated exposure WFPC/GHRS/FOS/HSP,G130H,FOS,24767801,HST,y38o1602t,24767801,,y38o1602t_c2f.fits,Minimum Recommended Products,C2F,SCIENCE,CALFOS,6781,,146880,S
2,QSO B1626+5529,PUBLIC,mast:HST/product/y38o1602t_c4f.fits,spectrum,DADS C4F file - Calibrated exposure GHRS/FOS,G130H,FOS,24767801,HST,y38o1602t,24767801,,y38o1602t_c4f.fits,Minimum Recommended Products,C4F,SCIENCE,CALFOS,6781,,146880,S
2,QSO B1626+5529,PUBLIC,mast:HST/product/y38o1602t_c5f.fits,spectrum,DADS C5F file - Calibrated exposure GHRS/FOS,G130H,FOS,24767801,HST,y38o1602t,24767801,,y38o1602t_c5f.fits,Minimum Recommended Products,C5F,SCIENCE,CALFOS,6781,,146880,S
2,QSO B1626+5529,PUBLIC,mast:HST/product/y38o1602t_c7f.fits,spectrum,DADS C7F file - Calibrated exposure FOS,G130H,FOS,24767801,HST,y38o1602t,24767801,,y38o1602t_c7f.fits,Minimum Recommended Products,C7F,SCIENCE,CALFOS,6781,,146880,S
2,QSO B1626+5529,PUBLIC,mast:HST/product/y38o1604t_c0f.fits,spectrum,DADS C0F file - Calibrated exposure WFPC/WFPC2/FOC/FOS/GHRS/HSP,G270H,FOS,24767803,HST,y38o1604t,24767803,,y38o1604t_c0f.fits,Minimum Recommended Products,C0F,SCIENCE,CALFOS,6781,,43200,S
2,QSO B1626+5529,PUBLIC,mast:HST/product/y38o1604t_c1f.fits,spectrum,DADS C1F file - Calibrated exposure WFPC/FOC/FOS/GHRS/HSP,G270H,FOS,24767803,HST,y38o1604t,24767803,,y38o1604t_c1f.fits,Minimum Recommended Products,C1F,SCIENCE,CALFOS,6781,,43200,S
