calib_level,common_name,dataRights,dataURI,dataproduct_type,description,filters,inst_family,obsID,obs_collection,obs_id,parent_obsid,productDocumentationURL,productFilename,productGroupDescription,productSubGroupDescription,productType,project,proposal_id,prvversion,size,type
3,2MASS J09503674+5128382,PUBLIC,mast:HST/product/lepa01010_x1dsum.fits,spectrum,DADS XSM file - Calibrated combined extracted 1D spectrum COS,G140L,COS,79289783,HST,lepa01010,79289783,,lepa01010_x1dsum.fits,Minimum Recommended Products,X1DSUM,SCIENCE,CALCOS,16765,3.6.1,1817280,D
2,SDSSJ1602+1410,PUBLIC,mast:HST/product/lewr18mqq_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G140L,COS,150339700,HST,lewr18mqq,150339703,,lewr18mqq_x1d.fits,,X1D,SCIENCE,CALCOS,17217,3.6.1,1719360,S
2,SDSSJ1602+1410,PUBLIC,mast:HST/product/lewr18mjq_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G140L,COS,150339701,HST,lewr18mjq,150339703,,lewr18mjq_x1d.fits,,X1D,SCIENCE,CALCOS,17217,3.6.1,1719360,S
2,SDSSJ1602+1410,PUBLIC,mast:HST/product/lewr18msq_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G140L,COS,150339702,HST,lewr18msq,150339703,,lewr18msq_x1d.fits,,X1D,SCIENCE,CALCOS,17217,3.6.1,1719360,S
3,SDSSJ1602+1410,PUBLIC,mast:HST/product/lewr18010_x1dsum.fits,spectrum,DADS XSM file - Calibrated combined extracted 1D spectrum COS,G140L,COS,150339703,HST,lewr18010,150339703,,lewr18010_x1dsum.fits,Minimum Recommended Products,X1DSUM,SCIENCE,CALCOS,17217,3.6.1,930240,D
2,SDSSJ1602+1410,PUBLIC,mast:HST/product/lewr18mlq_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G140L,COS,150339704,HST,lewr18mlq,150339703,,lewr18mlq_x1d.fits,,X1D,SCIENCE,CALCOS,17217,3.6.1,1719360,S
3,LEDA 2816068,PUBLIC,mast:HST/product/lesy03010_x1dsum.fits,spectrum,DADS XSM file - Calibrated combined extracted 1D spectrum COS,G140L,COS,100858095,HST,lesy03010,100858095,,lesy03010_x1dsum.fits,Minimum Recommended Products,X1DSUM,SCIENCE,CALCOS,16896,3.6.0,43200,D
2,LEDA 2816068,PUBLIC,mast:HST/product/lesy03wqq_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G140L,COS,100858096,HST,lesy03wqq,100858095,,lesy03wqq_x1d.fits,,X1D,SCIENCE,CALCOS,16896,3.6.0,46080,S
2,LEDA 2816068,PUBLIC,mast:HST/product/lesy03wkq_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G140L,COS,100858097,HST,lesy03wkq,100858095,,lesy03wkq_x1d.fits,,X1D,SCIENCE,CALCOS,16896,3.6.0,46080,S
2,LEDA 2816068,PUBLIC,mast:HST/product/lesy03woq_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G140L,COS,100858099,HST,lesy03woq,100858095,,lesy03woq_x1d.fits,,X1D,SCIENCE,CALCOS,16896,3.6.0,46080,S
2,LEDA 2816068,PUBLIC,mast:HST/product/lesy03wtq_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G140L,COS,100858104,HST,lesy03wtq,100858095,,lesy03wtq_x1d.fits,,X1D,SCIENCE,CALCOS,16896,3.6.0,46080,S
2,LEDA 2816068,PUBLIC,mast:HST/product/lesy02r7q_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G140L,COS,100499168,HST,lesy02r7q,100499170,,lesy02r7q_x1d.fits,,X1D,SCIENCE,CALCOS,16896,3.6.0,46080,S
2,LEDA 2816068,PUBLIC,mast:HST/product/lesy02r3q_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G140L,COS,100499169,HST,lesy02r3q,100499170,,lesy02r3q_x1d.fits,,X1D,SCIENCE,CALCOS,16896,3.6.0,46080,S
3,LEDA 2816068,PUBLIC,mast:HST/product/lesy02010_x1dsum.fits,spectrum,DADS XSM file - Calibrated combined extracted 1D spectrum COS,G140L,COS,100499170,HST,lesy02010,100499170,,lesy02010_x1dsum.fits,Minimum Recommended Products,X1DSUM,SCIENCE,CALCOS,16896,3.6.0,43200,D
2,LEDA 2816068,PUBLIC,mast:HST/product/lesy02r5q_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G140L,COS,100499171,HST,lesy02r5q,100499170,,lesy02r5q_x1d.fits,,X1D,SCIENCE,CALCOS,16896,3.6.0,46080,S
2,LEDA 2816068,PUBLIC,mast:HST/product/lesy02r9q_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G140L,COS,100499173,HST,lesy02r9q,100499170,,lesy02r9q_x1d.fits,,X1D,SCIENCE,CALCOS,16896,3.6.0,46080,S
2,LEDA 2816068,PUBLIC,mast:HST/product/lesy05dyq_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G140L,COS,101246979,HST,lesy05dyq,101246983,,lesy05dyq_x1d.fits,,X1D,SCIENCE,CALCOS,16896,3.6.1,1719360,S
2,LEDA 2816068,PUBLIC,mast:HST/product/lesy05e0q_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G140L,COS,101246980,HST,lesy05e0q,101246983,,lesy05e0q_x1d.fits,,X1D,SCIENCE,CALCOS,16896,3.6.1,1719360,S
2,LEDA 2816068,PUBLIC,mast:HST/product/lesy05e2q_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G140L,COS,101246982,HST,lesy05e2q,101246983,,lesy05e2q_x1d.fits,,X1D,SCIENCE,CALCOS,16896,3.6.1,1719360,S
3,LEDA 2816068,PUBLIC,mast:HST/product/lesy05010_x1dsum.fits,spectrum,DADS XSM file - Calibrated combined extracted 1D spectrum COS,G140L,COS,101246983,HST,lesy05010,101246983,,lesy05010_x1dsum.fits,Minimum Recommended Products,X1DSUM,SCIENCE,CALCOS,16896,3.6.1,930240,D
2,LEDA 2816068,PUBLIC,mast:HST/product/lesy05dvq_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G140L,COS,101246984,HST,lesy05dvq,101246983,,lesy05dvq_x1d.fits,,X1D,SCIENCE,CALCOS,16896,3.6.1,1719360,S
2,LEDA 2816068,PUBLIC,mast:HST/product/lesy04m3q_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G140L,COS,101035144,HST,lesy04m3q,101036636,,lesy04m3q_x1d.fits,,X1D,SCIENCE,CALCOS,16896,3.6.1,1719360,S
2,LEDA 2816068,PUBLIC,mast:HST/product/lesy04m8q_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G140L,COS,101035146,HST,lesy04m8q,101036636,,lesy04m8q_x1d.fits,,X1D,SCIENCE,CALCOS,16896,3.6.1,1719360,S
2,LEDA 2816068,PUBLIC,mast:HST/product/lesy04m1q_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G140L,COS,101035148,HST,lesy04m1q,101036636,,lesy04m1q_x1d.fits,,X1D,SCIENCE,CALCOS,16896,3.6.1,1719360,S
2,LEDA 2816068,PUBLIC,mast:HST/product/lesy04maq_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G140L,COS,101035154,HST,lesy04maq,101036636,,lesy04maq_x1d.fits,,X1D,SCIENCE,CALCOS,16896,3.6.1,1719360,S
3,LEDA 2816068,PUBLIC,mast:HST/product/lesy04010_x1dsum.fits,spectrum,DADS XSM file - Calibrated combined extracted 1D spectrum COS,G140L,COS,101036636,HST,lesy04010,101036636,,lesy04010_x1dsum.fits,Minimum Recommended Products,X1DSUM,SCIENCE,CALCOS,16896,3.6.1,930240,D
2,LEDA 2816068,PUBLIC,mast:HST/product/lesy01ouq_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G140L,COS,100214311,HST,lesy01ouq,100236072,,lesy01ouq_x1d.fits,,X1D,SCIENCE,CALCOS,16896,3.6.1,1719360,S
2,LEDA 2816068,PUBLIC,mast:HST/product/lesy01owq_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G140L,COS,100214317,HST,lesy01owq,100236072,,lesy01owq_x1d.fits,,X1D,SCIENCE,CALCOS,16896,3.6.1,1719360,S
2,LEDA 2816068,PUBLIC,mast:HST/product/lesy01ogq_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G140L,COS,100214332,HST,lesy01ogq,100236072,,lesy01ogq_x1d.fits,,X1D,SCIENCE,CALCOS,16896,3.6.1,1719360,S
2,LEDA 2816068,PUBLIC,mast:HST/product/lesy01ozq_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G140L,COS,100214351,HST,lesy01ozq,100236072,,lesy01ozq_x1d.fits,,X1D,SCIENCE,CALCOS,16896,3.6.1,1719360,S
3,LEDA 2816068,PUBLIC,mast:HST/product/lesy01010_x1dsum.fits,spectrum,DADS XSM file - Calibrated combined extracted 1D spectrum COS,G140L,COS,100236072,HST,lesy01010,100236072,,lesy01010_x1dsum.fits,Minimum Recommended Products,X1DSUM,SCIENCE,CALCOS,16896,3.6.1,930240,D
2,LBQS 1222+1640,PUBLIC,mast:HST/product/lf1321f0q_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G130M,COS,211696419,HST,lf1321f0q,211712359,,lf1321f0q_x1d.fits,,X1D,SCIENCE,CALCOS,17093,3.6.1,3389760,S
3,LBQS 1222+1640,PUBLIC,mast:HST/product/lf1321020_x1dsum.fits,spectrum,DADS XSM file - Calibrated combined extracted 1D spectrum COS,G130M,COS,211712359,HST,lf1321020,211712359,,lf1321020_x1dsum.fits,Minimum Recommended Products,X1DSUM,SCIENCE,CALCOS,17093,3.6.1,1817280,D
2,LBQS 1222+1640,PUBLIC,mast:HST/product/lf1321fiq_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G130M,COS,211712377,HST,lf1321fiq,211712359,,lf1321fiq_x1d.fits,,X1D,SCIENCE,CALCOS,17093,3.6.1,3389760,S
2,LBQS 1222+1640,PUBLIC,mast:HST/product/lf1321faq_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G130M,COS,211714287,HST,lf1321faq,211712359,,lf1321faq_x1d.fits,,X1D,SCIENCE,CALCOS,17093,3.6.1,3389760,S
2,LBQS 1222+1640,PUBLIC,mast:HST/product/lf1321esq_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G230L,COS,211500578,HST,lf1321esq,211544334,,lf1321esq_x1d.fits,,X1D,SCIENCE,CALCOS,17093,3.6.1,429120,S
2,LBQS 1222+1640,PUBLIC,mast:HST/product/lf1321evq_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G230L,COS,211504958,HST,lf1321evq,211544334,,lf1321evq_x1d.fits,,X1D,SCIENCE,CALCOS,17093,3.6.1,429120,S
3,LBQS 1222+1640,PUBLIC,mast:HST/product/lf1321010_x1dsum.fits,spectrum,DADS XSM file - Calibrated combined extracted 1D spectrum COS,G230L,COS,211544334,HST,lf1321010,211544334,,lf1321010_x1dsum.fits,Minimum Recommended Products,X1DSUM,SCIENCE,CALCOS,17093,3.6.1,244800,D
2,1RXS J185800.9+485020,PUBLIC,mast:HST/product/leo916ejq_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G160M,COS,71748461,HST,leo916ejq,71748626,,leo916ejq_x1d.fits,,X1D,SCIENCE,CALCOS,16679,3.6.1,3389760,S
2,1RXS J185800.9+485020,PUBLIC,mast:HST/product/leo916elq_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G160M,COS,71748463,HST,leo916elq,71748626,,leo916elq_x1d.fits,,X1D,SCIENCE,CALCOS,16679,3.6.1,3389760,S
2,1RXS J185800.9+485020,PUBLIC,mast:HST/product/leo916epq_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G160M,COS,71748465,HST,leo916epq,71748626,,leo916epq_x1d.fits,,X1D,SCIENCE,CALCOS,16679,3.6.1,3389760,S
2,1RXS J185800.9+485020,PUBLIC,mast:HST/product/leo916enq_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G160M,COS,71748466,HST,leo916enq,71748626,,leo916enq_x1d.fits,,X1D,SCIENCE,CALCOS,16679,3.6.1,3389760,S
3,1RXS J185800.9+485020,PUBLIC,mast:HST/product/leo916010_x1dsum.fits,spectrum,DADS XSM file - Calibrated combined extracted 1D spectrum COS,G160M,COS,71748626,HST,leo916010,71748626,,leo916010_x1dsum.fits,Minimum Recommended Products,X1DSUM,SCIENCE,CALCOS,16679,3.6.1,1817280,D
2,1RXS J185800.9+485020,PUBLIC,mast:HST/product/leo915aoq_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G160M,COS,71751935,HST,leo915aoq,71751939,,leo915aoq_x1d.fits,,X1D,SCIENCE,CALCOS,16679,3.6.1,3389760,S
2,1RXS J185800.9+485020,PUBLIC,mast:HST/product/leo915auq_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G160M,COS,71751936,HST,leo915auq,71751939,,leo915auq_x1d.fits,,X1D,SCIENCE,CALCOS,16679,3.6.1,3389760,S
2,1RXS J185800.9+485020,PUBLIC,mast:HST/product/leo915asq_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G160M,COS,71751937,HST,leo915asq,71751939,,leo915asq_x1d.fits,,X1D,SCIENCE,CALCOS,16679,3.6.1,3389760,S
2,1RXS J185800.9+485020,PUBLIC,mast:HST/product/leo915amq_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G160M,COS,71751938,HST,leo915amq,71751939,,leo915amq_x1d.fits,,X1D,SCIENCE,CALCOS,16679,3.6.1,3389760,S
3,1RXS J185800.9+485020,PUBLIC,mast:HST/product/leo915010_x1dsum.fits,spectrum,DADS XSM file - Calibrated combined extracted 1D spectrum COS,G160M,COS,71751939,HST,leo915010,71751939,,leo915010_x1dsum.fits,Minimum Recommended Products,X1DSUM,SCIENCE,CALCOS,16679,3.6.1,1817280,D
2,SDSS J143443.68+200524.4,PUBLIC,mast:HST/product/lf1319rsq_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G130M,COS,118448416,HST,lf1319rsq,118521153,,lf1319rsq_x1d.fits,,X1D,SCIENCE,CALCOS,17093,3.6.1,3389760,S
2,SDSS J143443.68+200524.4,PUBLIC,mast:HST/product/lf1319rxq_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G130M,COS,118448419,HST,lf1319rxq,118521153,,lf1319rxq_x1d.fits,,X1D,SCIENCE,CALCOS,17093,3.6.1,3389760,S
3,SDSS J143443.68+200524.4,PUBLIC,mast:HST/product/lf1319020_x1dsum.fits,spectrum,DADS XSM file - Calibrated combined extracted 1D spectrum COS,G130M,COS,118521153,HST,lf1319020,118521153,,lf1319020_x1dsum.fits,Minimum Recommended Products,X1DSUM,SCIENCE,CALCOS,17093,3.6.1,1814400,D
2,SDSS J143443.68+200524.4,PUBLIC,mast:HST/product/lf1319scq_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G230L,COS,118448417,HST,lf1319scq,118521160,,lf1319scq_x1d.fits,,X1D,SCIENCE,CALCOS,17093,3.6.1,429120,S
2,SDSS J143443.68+200524.4,PUBLIC,mast:HST/product/lf1319s3q_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G230L,COS,118448418,HST,lf1319s3q,118521160,,lf1319s3q_x1d.fits,,X1D,SCIENCE,CALCOS,17093,3.6.1,429120,S
3,SDSS J143443.68+200524.4,PUBLIC,mast:HST/product/lf1319030_x1dsum.fits,spectrum,DADS XSM file - Calibrated combined extracted 1D spectrum COS,G230L,COS,118521160,HST,lf1319030,118521160,,lf1319030_x1dsum.fits,Minimum Recommended Products,X1DSUM,SCIENCE,CALCOS,17093,3.6.1,244800,D
2,SDSS J143443.68+200524.4,PUBLIC,mast:HST/product/lf1319req_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G130M,COS,118448412,HST,lf1319req,118521158,,lf1319req_x1d.fits,,X1D,SCIENCE,CALCOS,17093,3.6.1,3389760,S
2,SDSS J143443.68+200524.4,PUBLIC,mast:HST/product/lf1319riq_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G130M,COS,118448413,HST,lf1319riq,118521158,,lf1319riq_x1d.fits,,X1D,SCIENCE,CALCOS,17093,3.6.1,3389760,S
2,SDSS J143443.68+200524.4,PUBLIC,mast:HST/product/lf1319rlq_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G130M,COS,118448414,HST,lf1319rlq,118521158,,lf1319rlq_x1d.fits,,X1D,SCIENCE,CALCOS,17093,3.6.1,3389760,S
2,SDSS J143443.68+200524.4,PUBLIC,mast:HST/product/lf1319rpq_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G130M,COS,118448415,HST,lf1319rpq,118521158,,lf1319rpq_x1d.fits,,X1D,SCIENCE,CALCOS,17093,3.6.1,3389760,S
3,SDSS J143443.68+200524.4,PUBLIC,mast:HST/product/lf1319010_x1dsum.fits,spectrum,DADS XSM file - Calibrated combined extracted 1D spectrum COS,G130M,COS,118521158,HST,lf1319010,118521158,,lf1319010_x1dsum.fits,Minimum Recommended Products,X1DSUM,SCIENCE,CALCOS,17093,3.6.1,1817280,D
3,PB 3493,PUBLIC,mast:HST/product/lewr13010_x1dsum.fits,spectrum,DADS XSM file - Calibrated combined extracted 1D spectrum COS,G140L,COS,206576263,HST,lewr13010,206576263,,lewr13010_x1dsum.fits,Minimum Recommended Products,X1DSUM,SCIENCE,CALCOS,17217,3.6.1,930240,D
2,PB 3493,PUBLIC,mast:HST/product/lewr13klq_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G140L,COS,206576264,HST,lewr13klq,206576263,,lewr13klq_x1d.fits,,X1D,SCIENCE,CALCOS,17217,3.6.1,1719360,S
2,PB 3493,PUBLIC,mast:HST/product/lewr13kfq_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G140L,COS,206576265,HST,lewr13kfq,206576263,,lewr13kfq_x1d.fits,,X1D,SCIENCE,CALCOS,17217,3.6.1,1719360,S
2,PB 3493,PUBLIC,mast:HST/product/lewr13kjq_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G140L,COS,206576266,HST,lewr13kjq,206576263,,lewr13kjq_x1d.fits,,X1D,SCIENCE,CALCOS,17217,3.6.1,1719360,S
2,PB 3493,PUBLIC,mast:HST/product/lewr13khq_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G140L,COS,206576267,HST,lewr13khq,206576263,,lewr13khq_x1d.fits,,X1D,SCIENCE,CALCOS,17217,3.6.1,1719360,S
3,PB 6739,PUBLIC,mast:HST/product/leys01020_x1dsum.fits,spectrum,DADS XSM file - Calibrated combined extracted 1D spectrum COS,G130M,COS,191307406,HST,leys01020,191307406,,leys01020_x1dsum.fits,Minimum Recommended Products,X1DSUM,SCIENCE,CALCOS,17211,3.6.1,1946880,D
2,PB 6739,PUBLIC,mast:HST/product/leys01ucq_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G130M,COS,191307412,HST,leys01ucq,191307406,,leys01ucq_x1d.fits,,X1D,SCIENCE,CALCOS,17211,3.6.1,3389760,S
2,PB 6739,PUBLIC,mast:HST/product/leys01twq_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G140L,COS,191295157,HST,leys01twq,191295158,,leys01twq_x1d.fits,,X1D,SCIENCE,CALCOS,17211,3.6.1,46080,S
3,PB 6739,PUBLIC,mast:HST/product/leys01010_x1dsum.fits,spectrum,DADS XSM file - Calibrated combined extracted 1D spectrum COS,G140L,COS,191295158,HST,leys01010,191295158,,leys01010_x1dsum.fits,Minimum Recommended Products,X1DSUM,SCIENCE,CALCOS,17211,3.6.1,1814400,D
2,PB 6739,PUBLIC,mast:HST/product/leys01u9q_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G140L,COS,191295163,HST,leys01u9q,191295158,,leys01u9q_x1d.fits,,X1D,SCIENCE,CALCOS,17211,3.6.1,3389760,S
2,PB 6739,PUBLIC,mast:HST/product/leys01u6q_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G140L,COS,191295164,HST,leys01u6q,191295158,,leys01u6q_x1d.fits,,X1D,SCIENCE,CALCOS,17211,3.6.1,3389760,S
2,PB 6739,PUBLIC,mast:HST/product/leys01u2q_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G140L,COS,191295165,HST,leys01u2q,191295158,,leys01u2q_x1d.fits,,X1D,SCIENCE,CALCOS,17211,3.6.1,3389760,S
3,PB 6739,PUBLIC,mast:HST/product/leys51020_x1dsum.fits,spectrum,DADS XSM file - Calibrated combined extracted 1D spectrum COS,G130M,COS,229363584,HST,leys51020,229363584,,leys51020_x1dsum.fits,Minimum Recommended Products,X1DSUM,SCIENCE,CALCOS,17211,3.6.1,1946880,D
2,PB 6739,PUBLIC,mast:HST/product/leys51ikq_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G130M,COS,229363589,HST,leys51ikq,229363584,,leys51ikq_x1d.fits,,X1D,SCIENCE,CALCOS,17211,3.6.1,3389760,S
3,PB 6739,PUBLIC,mast:HST/product/leys02010_x1dsum.fits,spectrum,DADS XSM file - Calibrated combined extracted 1D spectrum COS,G130M,COS,191654149,HST,leys02010,191654149,,leys02010_x1dsum.fits,Minimum Recommended Products,X1DSUM,SCIENCE,CALCOS,17211,3.6.1,1817280,D
2,PB 6739,PUBLIC,mast:HST/product/leys02cwq_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G130M,COS,191654150,HST,leys02cwq,191654149,,leys02cwq_x1d.fits,,X1D,SCIENCE,CALCOS,17211,3.6.1,3389760,S
2,PB 6739,PUBLIC,mast:HST/product/leys02daq_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G130M,COS,191654151,HST,leys02daq,191654149,,leys02daq_x1d.fits,,X1D,SCIENCE,CALCOS,17211,3.6.1,3389760,S
2,PB 6739,PUBLIC,mast:HST/product/leys02czq_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G130M,COS,191654152,HST,leys02czq,191654149,,leys02czq_x1d.fits,,X1D,SCIENCE,CALCOS,17211,3.6.1,3389760,S
2,PB 6739,PUBLIC,mast:HST/product/leys02d3q_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G130M,COS,191654155,HST,leys02d3q,191654149,,leys02d3q_x1d.fits,,X1D,SCIENCE,CALCOS,17211,3.6.1,3389760,S
2,PB 6739,PUBLIC,mast:HST/product/leys51iiq_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G140L,COS,229362964,HST,leys51iiq,229362966,,leys51iiq_x1d.fits,,X1D,SCIENCE,CALCOS,17211,3.6.1,3389760,S
2,PB 6739,PUBLIC,mast:HST/product/leys51igq_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G140L,COS,229362965,HST,leys51igq,229362966,,leys51igq_x1d.fits,,X1D,SCIENCE,CALCOS,17211,3.6.1,3389760,S
3,PB 6739,PUBLIC,mast:HST/product/leys51010_x1dsum.fits,spectrum,DADS XSM file - Calibrated combined extracted 1D spectrum COS,G140L,COS,229362966,HST,leys51010,229362966,,leys51010_x1dsum.fits,Minimum Recommended Products,X1DSUM,SCIENCE,CALCOS,17211,3.6.1,1817280,D
2,PB 6739,PUBLIC,mast:HST/product/leys51ieq_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G140L,COS,229362967,HST,leys51ieq,229362966,,leys51ieq_x1d.fits,,X1D,SCIENCE,CALCOS,17211,3.6.1,3389760,S
2,PB 6739,PUBLIC,mast:HST/product/leys51ibq_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G140L,COS,229362968,HST,leys51ibq,229362966,,leys51ibq_x1d.fits,,X1D,SCIENCE,CALCOS,17211,3.6.1,3389760,S
2,[OKM2018] SWIFT J0056.9+1472,PUBLIC,mast:HST/product/lf1320j5q_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G130M,COS,144814994,HST,lf1320j5q,144866647,,lf1320j5q_x1d.fits,,X1D,SCIENCE,CALCOS,17093,3.6.1,3389760,S
2,[OKM2018] SWIFT J0056.9+1472,PUBLIC,mast:HST/product/lf1320j3q_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G130M,COS,144814997,HST,lf1320j3q,144866647,,lf1320j3q_x1d.fits,,X1D,SCIENCE,CALCOS,17093,3.6.1,3389760,S
3,[OKM2018] SWIFT J0056.9+1472,PUBLIC,mast:HST/product/lf1320020_x1dsum.fits,spectrum,DADS XSM file - Calibrated combined extracted 1D spectrum COS,G130M,COS,144866647,HST,lf1320020,144866647,,lf1320020_x1dsum.fits,Minimum Recommended Products,X1DSUM,SCIENCE,CALCOS,17093,3.6.1,1817280,D
2,[OKM2018] SWIFT J0056.9+1472,PUBLIC,mast:HST/product/lf1320j1q_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G230L,COS,144814993,HST,lf1320j1q,144866648,,lf1320j1q_x1d.fits,,X1D,SCIENCE,CALCOS,17093,3.6.1,429120,S
3,[OKM2018] SWIFT J0056.9+1472,PUBLIC,mast:HST/product/lf1320010_x1dsum.fits,spectrum,DADS XSM file - Calibrated combined extracted 1D spectrum COS,G230L,COS,144866648,HST,lf1320010,144866648,,lf1320010_x1dsum.fits,Minimum Recommended Products,X1DSUM,SCIENCE,CALCOS,17093,3.6.1,259200,D
3,ATO J117.7559+29.2386,PUBLIC,mast:HST/product/lf7v04010_x1dsum.fits,spectrum,DADS XSM file - Calibrated combined extracted 1D spectrum COS,G140L,COS,229881613,HST,lf7v04010,229881613,,lf7v04010_x1dsum.fits,Minimum Recommended Products,X1DSUM,SCIENCE,CALCOS,17433,3.6.1,1814400,D
2,ATO J117.7559+29.2386,PUBLIC,mast:HST/product/lf7v04riq_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G140L,COS,229881619,HST,lf7v04riq,229881613,,lf7v04riq_x1d.fits,,X1D,SCIENCE,CALCOS,17433,3.6.1,3389760,S
2,ATO J117.7559+29.2386,PUBLIC,mast:HST/product/lf7v04rgq_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G140L,COS,229881621,HST,lf7v04rgq,229881613,,lf7v04rgq_x1d.fits,,X1D,SCIENCE,CALCOS,17433,3.6.1,3389760,S
2,ATO J117.7559+29.2386,PUBLIC,mast:HST/product/lf7v04rkq_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G140L,COS,229881622,HST,lf7v04rkq,229881613,,lf7v04rkq_x1d.fits,,X1D,SCIENCE,CALCOS,17433,3.6.1,3389760,S
2,ATO J117.7559+29.2386,PUBLIC,mast:HST/product/lf7v04req_x1d.fits,spectrum,DADS X1D file - Calibrated 1D spectrum STIS,G140L,COS,229881623,HST,lf7v04req,229881613,,lf7v04req_x1d.fits,,X1D,SCIENCE,CALCOS,17433,3.6.1,3389760,S
