intentType,obs_collection,provenance_name,instrument,project,filters,wave_region,mast_target_name,target_classification,obs_id,ra_deg,dec_deg,dataproduct_type,proposal_pi,calib_level,t_min,t_max,t_exptime,wavelength_region,em_min,em_max,obs_title,t_obs_release,proposal_id,proposal_type,sequence_number,s_region,jpegURL,dataURL,dataRights,mtFlag,srcDen,obsid,objID,wave_min,wave_max,common_name,inst_family
science,HST,CALCOS,COS/FUV,HST,G130M,UV,RBS1666,ISM;CORONAL GAS;HALO;HIGH VELOCITY CLOUD;INTERMEDIATE VELOCITY CLOUD;WIND,lc8y11j7q,301.4708333333,-41.57836111111,spectrum,"Fox, Andrew J.",1,56906.315967511575,56906.31719436342,106.0,UV,115.0,145.0,The Closest Galactic Wind: UV Properties of the Milky Ways Nuclear Outflow,57271.5963657,13448,GO,,CIRCLE 301.47083333 -41.5783611 0.00034722,,mast:HST/product/lc8y11j7q_rawacq.fits,PUBLIC,False,,24149246,891607596,115.0,145.0,LEDA 3096578,COS
science,HST,CALCOS,COS/FUV,HST,G160M,UV,RBS1666,ISM;CORONAL GAS;HALO;HIGH VELOCITY CLOUD;INTERMEDIATE VELOCITY CLOUD;WIND,lc8y11020,301.4708333333,-41.57836111111,spectrum,"Fox, Andrew J.",3,56906.442268900464,56906.612373344906,8940.768,UV,140.5,177.5,The Closest Galactic Wind: UV Properties of the Milky Ways Nuclear Outflow,57272.21535881,13448,GO,,POLYGON -58.529023230000149 -41.578691329999984 -58.52885608000004 -41.578619130000149 -58.528742629999954 -41.578502330000042 -58.52870249999998 -41.578361100000116 -58.528742629999968 -41.578219869999984 -58.528856080000011 -41.578103060000004 -58.529023239999937 -41.578030870000148 -58.52921518999996 -41.578015779999866 -58.529398749999842 -41.578060400000133 -58.529542189999979 -41.578157010000169 -58.529620690000129 -41.578288910000012 -58.529620690000023 -41.578433290000049 -58.529542189999894 -41.578565189999907 -58.529398750000055 -41.578661800000013 -58.529215190000066 -41.578706420000138 -58.529023230000149 -41.578691329999984 -58.529023230000149 -41.578691329999984,mast:HST/product/lc8y11020_x1dsum.png,mast:HST/product/lc8y11020_x1dsum.fits,PUBLIC,False,,24845560,1007568020,140.5,177.5,LEDA 3096578,COS
science,HST,CALCOS,COS/FUV,HST,G130M,UV,RBS1666,ISM;CORONAL GAS;HALO;HIGH VELOCITY CLOUD;INTERMEDIATE VELOCITY CLOUD;WIND,lc8y11010,301.4708333333,-41.57836111111,spectrum,"Fox, Andrew J.",3,56906.32144741898,56906.4110653125,5050.752,UV,115.0,145.0,The Closest Galactic Wind: UV Properties of the Milky Ways Nuclear Outflow,57271.66961791,13448,GO,,POLYGON -58.529023230000149 -41.578691329999984 -58.52885608000004 -41.578619130000149 -58.528742629999954 -41.578502330000042 -58.52870249999998 -41.578361100000116 -58.528742629999968 -41.578219869999984 -58.528856080000011 -41.578103060000004 -58.529023239999937 -41.578030870000148 -58.52921518999996 -41.578015779999866 -58.529398749999842 -41.578060400000133 -58.529542189999979 -41.578157010000169 -58.529620690000129 -41.578288910000012 -58.529620690000023 -41.578433290000049 -58.529542189999894 -41.578565189999907 -58.529398750000055 -41.578661800000013 -58.529215190000066 -41.578706420000138 -58.529023230000149 -41.578691329999984 -58.529023230000149 -41.578691329999984,mast:HST/product/lc8y11010_x1dsum.png,mast:HST/product/lc8y11010_x1dsum.fits,PUBLIC,False,,24845559,1007583617,115.0,145.0,LEDA 3096578,COS
science,HST,HASP,COS,HASP,G130M;G160M,UV,RBS1666,,hst_hasp_13448_cos_rbs1666_lc8y,301.4708333333333,-41.5783611104667,spectrum,Fox,2,56906.32144675926,56906.61237268519,13991.52,UV,113.11016,177.82147,,57272.21535881,13448,HASP,,CIRCLE 301.4708333333 -41.57836111111 0.00034722222222222224,mast:HST/product/hasp/hst_13448_cos_rbs1666_g130m-g160m_lc8y11_cspec.png,mast:HST/product/hasp/hst_13448_cos_rbs1666_g130m-g160m_lc8y_cspec.fits,PUBLIC,False,,199068736,1102177991,113.11016,177.82147,LEDA 3096578,COS
science,HST,CALCOS,COS/FUV,HST,G140L,UV,SDSSJ230845.59-091123.9,UNIDENTIFIED;ACCRETION DISK;BLR,lb1406010,347.1899583333,-9.189994444444,spectrum,"Heckman, Timothy M.",3,55418.64639811343,55418.740321909725,5339.360000000001,UV,123.0,205.0,The Impact of Starbursts on the Gaseous Halos of Galaxies,55783.8722221,11728,GO,,POLYGON -12.809689939999998 -9.1899944 -12.809720340000013 -9.18985317 -12.809806309999999 -9.18973637 -12.809932979999985 -9.18966417 -12.810078439999984 -9.18964908 -12.81021753999994 -9.1896937 -12.810326229999987 -9.18979031 -12.81038572 -9.18992221 -12.81038572 -9.19006659 -12.810326229999987 -9.19019849 -12.81021753999994 -9.1902951 -12.810078439999984 -9.19033972 -12.809932979999985 -9.19032463 -12.809806309999999 -9.19025243 -12.809720340000013 -9.19013563 -12.809689939999998 -9.1899944 -12.809689939999998 -9.1899944,mast:HST/product/lb1406010_x1dsum.png,mast:HST/product/lb1406010_x1dsum.fits,PUBLIC,False,,24840813,1006534738,123.0,205.0,LEDA 994116,COS
science,HST,HASP,COS,HASP,G140L,EUV;UV,SDSSJ230845.59-091123.9,,hst_hasp_11728_cos_sdssj230845d59-091123d9_lb14,347.18995833266666,-9.18999444408511,spectrum,Heckman,2,55418.64638888889,55418.7403125,5339.360000000001,EUV;UV,45.46454,241.96418,,56096.20966437,11728,HASP,,CIRCLE 347.1899583333 -9.189994444444 0.00034722222222222224,mast:HST/product/hasp/hst_11728_cos_sdssj230845d59-091123d9_cg140l_lb1406_cspec.png,mast:HST/product/hasp/hst_11728_cos_sdssj230845d59-091123d9_cg140l_lb14_cspec.fits,PUBLIC,False,,198950500,1103739071,45.46454,241.96418,LEDA 994116,COS
science,HST,HASP,COS,HASP,G130M;G160M,UV,IRAS-L06229-6434-COPY,,hst_hasp_11692_cos_iras-l06229-6434-copy_lb3j,95.78200000066667,-64.60575000110816,spectrum,Howk,2,55454.397465277776,55454.52407407408,8032.768000000001,UV,113.44102,176.0711,,55827.78751157,11692,HASP,,CIRCLE 95.782 -64.60575 0.00034722222222222224,mast:HST/product/hasp/hst_11692_cos_iras-l06229-6434-copy_g130m-g160m_lb3j58_cspec.png,mast:HST/product/hasp/hst_11692_cos_iras-l06229-6434-copy_g130m-g160m_lb3j_cspec.fits,PUBLIC,False,,198950425,1103834440,113.44102,176.0711,QSO J0623-6436,COS
science,HST,HASP,COS,HASP,G130M;G160M,UV,IRAS-L06229-6434,,hst_hasp_11692_cos_iras-l06229-6434_lb3j,95.78200000066667,-64.60575000110816,spectrum,Howk,2,55184.80611111111,55184.959756944445,8647.84,UV,113.42428,174.91196000000002,,55827.78751157,11692,HASP,,CIRCLE 95.782 -64.60575 0.00034722222222222224,mast:HST/product/hasp/hst_11692_cos_iras-l06229-6434-copy_g130m-g160m_lb3j58_cspec.png,mast:HST/product/hasp/hst_11692_cos_iras-l06229-6434-copy_g130m-g160m_lb3j_cspec.fits,PUBLIC,False,,198950435,1103834466,113.42428,174.91196000000002,QSO J0623-6436,COS
science,HST,CALCOS,COS/FUV,HST,G130M,UV,IRAS-L06229-6434,ISM;ABSORPTION LINE SYSTEM - EXT,lb3j08010,95.782,-64.60575,spectrum,"Howk, Jay Christopher",3,55182.592581,55182.6821412,4795.001279935241,UV,115.0,145.0,The LMC as a QSO Absorption Line System,55547.74746515,11692,GO,,POLYGON 0.00069444 0 0.0006344 0.00028245 0.00046467 0.00051607 0.00021459 0.00066045 -7.259E-05 0.00069064 -0.00034722 0.0006014 -0.00056181 0.00040818 -0.00067926 0.00014438 -0.00067926 -0.00014438 -0.00056181 -0.00040818 -0.00034722 -0.0006014 -7.259E-05 -0.00069064 0.00021459 -0.00066045 0.00046467 -0.00051607 0.0006344 -0.00028245 0.00069444 0 0.00069444 0,,mast:HST/product/lb3j08010_x1dsum.fits,PUBLIC,False,,24841068,121738909,115.0,145.0,QSO J0623-6436,COS
science,HST,CALCOS,COS/FUV,HST,G160M,UV,IRAS-L06229-6434,ISM;ABSORPTION LINE SYSTEM - EXT,lb3j08020,95.782,-64.60575,spectrum,"Howk, Jay Christopher",3,55182.685388460646,55182.76210162037,4209.994879856706,UV,140.5,177.5,The LMC as a QSO Absorption Line System,55547.87449068,11692,GO,,POLYGON 95.78186161 -64.60505607 95.78122122 -64.60514531 95.78072083 -64.60533852 95.78044694 -64.60560232 95.78044692 -64.60589108 95.78072079 -64.60615489 95.78122119 -64.60634811 95.7818616 -64.60643735 95.78253128 -64.60640716 95.78311443 -64.60626278 95.78351022 -64.60602916 95.7836502 -64.6057467 95.78351018 -64.60546425 95.78311439 -64.60523064 95.78253126 -64.60508626 95.78186161 -64.60505607 95.78186161 -64.60505607,,mast:HST/product/lb3j08020_x1dsum.fits,PUBLIC,False,,24841069,124025879,140.5,177.5,QSO J0623-6436,COS
science,HST,CALCOS,COS/FUV,HST,G130M,UV,IRAS-L06229-6434-COPY,ISM;ABSORPTION LINE SYSTEM - EXTRAGALACTIC,lb3j58010,95.782,-64.60575,spectrum,"Howk, Jay Christopher",3,55454.397466863426,55454.42537195602,2411.2000000000003,UV,115.0,145.0,The LMC as a QSO Absorption Line System,55819.55398135,11692,GO,,CIRCLE 95.782 -64.60575 0.00034722,mast:HST/product/lb3j58010_x1dsum.png,mast:HST/product/lb3j58010_x1dsum.fits,PUBLIC,False,,24841080,1007490721,115.0,145.0,QSO J0623-6436,COS
science,HST,CALCOS,COS/FUV,HST,G130M,UV,IRAS-L06229-6434-COPY,ISM;ABSORPTION LINE SYSTEM - EXTRAGALACTIC,lb3j58020,95.782,-64.60575,spectrum,"Howk, Jay Christopher",3,55454.437999456015,55454.46233973379,2103.0,UV,115.0,145.0,The LMC as a QSO Absorption Line System,55819.55271977,11692,GO,,CIRCLE 95.782 -64.60575 0.00034722,mast:HST/product/lb3j58020_x1dsum.png,mast:HST/product/lb3j58020_x1dsum.fits,PUBLIC,False,,24841081,1007490722,115.0,145.0,QSO J0623-6436,COS
science,HST,CALCOS,COS/FUV,HST,G160M,UV,IRAS-L06229-6434-COPY,ISM;ABSORPTION LINE SYSTEM - EXTRAGALACTIC,lb3j58030,95.782,-64.60575,spectrum,"Howk, Jay Christopher",3,55454.46576539352,55454.49137908565,2033.376,UV,140.5,177.5,The LMC as a QSO Absorption Line System,55819.55879616,11692,GO,,POLYGON 95.78191537 -64.60540468 95.78159517 -64.6054493 95.78134497 -64.60554591 95.78120803 -64.60567781 95.78120803 -64.60582219 95.78134496 -64.60595409 95.78159516 -64.6060507 95.78191537 -64.60609532 95.782250199999993 -64.60608023 95.78254178 -64.60600803 95.78273967 -64.60589123 95.78280966 -64.60575 95.78273966 -64.60560877 95.78254177 -64.60549196 95.782250199999993 -64.60541977 95.78191537 -64.60540468 95.78191537 -64.60540468,mast:HST/product/lb3j58030_x1dsum.png,mast:HST/product/lb3j58030_x1dsum.fits,PUBLIC,False,,24841082,1007490776,140.5,177.5,QSO J0623-6436,COS
science,HST,CALCOS,COS/FUV,HST,G160M,UV,IRAS-L06229-6434-COPY,ISM;ABSORPTION LINE SYSTEM - EXTRAGALACTIC,lb3j58040,95.782,-64.60575,spectrum,"Howk, Jay Christopher",3,55454.50352021991,55454.524075775465,1776.192,UV,140.5,177.5,The LMC as a QSO Absorption Line System,55819.65185176,11692,GO,,CIRCLE 95.782 -64.60575 0.00034722,mast:HST/product/lb3j58040_x1dsum.png,mast:HST/product/lb3j58040_x1dsum.fits,PUBLIC,False,,24841083,1007492662,140.5,177.5,QSO J0623-6436,COS
science,HST,CALCOS,COS/FUV,HST,G160M,UV,IRAS-L06229-6434,ISM;ABSORPTION LINE SYSTEM - EXTRAGALACTIC,lb3j09020,95.782,-64.60575,spectrum,"Howk, Jay Christopher",3,55184.88311994213,55184.95976385417,4142.368,UV,140.5,177.5,The LMC as a QSO Absorption Line System,55550.11151619,11692,GO,,POLYGON 95.78191537 -64.60540468 95.78159517 -64.6054493 95.78134497 -64.60554591 95.78120803 -64.60567781 95.78120803 -64.60582219 95.78134496 -64.60595409 95.78159516 -64.6060507 95.78191537 -64.60609532 95.782250199999993 -64.60608023 95.78254178 -64.60600803 95.78273967 -64.60589123 95.78280966 -64.60575 95.78273966 -64.60560877 95.78254177 -64.60549196 95.782250199999993 -64.60541977 95.78191537 -64.60540468 95.78191537 -64.60540468,mast:HST/product/lb3j09020_x1dsum.png,mast:HST/product/lb3j09020_x1dsum.fits,PUBLIC,False,,24841071,1007492702,140.5,177.5,QSO J0623-6436,COS
science,HST,CALCOS,COS/FUV,HST,G130M,UV,IRAS-L06229-6434,ISM;ABSORPTION LINE SYSTEM - EXTRAGALACTIC,lb3j09010,95.782,-64.60575,spectrum,"Howk, Jay Christopher",3,55184.80611770834,55184.87971716435,4538.0,UV,115.0,145.0,The LMC as a QSO Absorption Line System,55549.93516191,11692,GO,,POLYGON 95.78191537 -64.60540468 95.78159517 -64.6054493 95.78134497 -64.60554591 95.78120803 -64.60567781 95.78120803 -64.60582219 95.78134496 -64.60595409 95.78159516 -64.6060507 95.78191537 -64.60609532 95.782250199999993 -64.60608023 95.78254178 -64.60600803 95.78273967 -64.60589123 95.78280966 -64.60575 95.78273966 -64.60560877 95.78254177 -64.60549196 95.782250199999993 -64.60541977 95.78191537 -64.60540468 95.78191537 -64.60540468,mast:HST/product/lb3j09010_x1dsum.png,mast:HST/product/lb3j09010_x1dsum.fits,PUBLIC,False,,24841070,1007547588,115.0,145.0,QSO J0623-6436,COS
science,HST,CALCOS,COS/NUV,HST,G230L,UV,SDSSJ1422-0001,EXT-MEDIUM;ABSORPTION LINE SYSTEM;ABSORPTION LINE SYSTEM - EXTRAGALACTIC,lbr402010,215.7221333333,-0.03031666666669,spectrum,"Bouche, Nicolas F.",3,56317.330086724534,56317.55750570602,11290.784,UV,170.0,320.0,Testing feedback with z=1 star-forming galaxies,56682.70668971,12522,GO,,POLYGON -144.27820629999997 -0.030388889999891637 -144.27814757999997 -0.030520789999973229 -144.27804028 -0.030617399999981962 -144.27790295999998 -0.030662020000072107 -144.27775937000004 -0.030646930000046275 -144.27763433000004 -0.030574730000044206 -144.27754946999994 -0.030457930000085873 -144.27751945 -0.030316699999979609 -144.27754946999994 -0.030175470000096287 -144.27763433 -0.030058670000067549 -144.2777593700001 -0.029986469999909157 -144.27790296000006 -0.029971379999973517 -144.27804028000008 -0.030015999999994211 -144.27814757999994 -0.030112610000062611 -144.27820629999997 -0.030244509999902778 -144.27820629999997 -0.030388889999891637 -144.27820629999997 -0.030388889999891637,mast:HST/product/lbr402010_x1dsum.png,mast:HST/product/lbr402010_x1dsum.fits,PUBLIC,False,,24844121,1007548905,170.0,320.0,QSO J1422-0001,COS
science,HST,HASP,COS,HASP,G230L,UV;OPTICAL,SDSSJ1422-0001,,hst_hasp_12522_cos_sdssj1422-0001_lbr4,215.72213333333332,-0.030316666666945016,spectrum,Bouche,2,56317.33008101852,56317.5575,11290.784,UV;OPTICAL,209.17018000000002,363.35836,,56682.70668971,12522,HASP,,CIRCLE 215.7221333333 -0.03031666666669 0.00034722222222222224,mast:HST/product/hasp/hst_12522_cos_sdssj1422-0001_cg230l_lbr402_cspec.png,mast:HST/product/hasp/hst_12522_cos_sdssj1422-0001_cg230l_lbr4_cspec.fits,PUBLIC,False,,199243006,1103742235,209.17018000000002,363.35836,QSO J1422-0001,COS
science,HST,CALCOS,COS/FUV,HST,G140L,UV,SDSSJ075620.08+304535.3,UNIDENTIFIED;ACCRETION DISK;BLR,lb1407010,119.0836666667,30.75984166667,spectrum,"Heckman, Timothy M.",3,55270.15238290509,55270.37879383102,11415.52,UV,123.0,205.0,The Impact of Starbursts on the Gaseous Halos of Galaxies,55636.69179391,11728,GO,,POLYGON 119.08379153 30.76017193 119.08362443 30.76018702 119.08346464 30.7601424 119.08333977 30.76004579 119.08327144 30.75991389 119.08327144 30.75976951 119.08333978 30.75963761 119.08346464 30.759541 119.08362443 30.75949638 119.08379153 30.75951147 119.08393704 30.75958366 119.0840358 30.75970047 119.08407073 30.7598417 119.0840358 30.75998293 119.08393704 30.76009973 119.08379153 30.76017193 119.08379153 30.76017193,mast:HST/product/lb1407010_x1dsum.png,mast:HST/product/lb1407010_x1dsum.fits,PUBLIC,False,,24840814,1006538699,123.0,205.0,[VV2006] J075620.1+304535,COS
science,HST,HASP,COS,HASP,G140L,EUV;UV,SDSSJ075620.08+304535.3,,hst_hasp_11728_cos_sdssj075620d08p304535d3_lb14,119.083666666,30.759841666313093,spectrum,Heckman,2,55270.15237268519,55270.37878472222,11415.52,EUV;UV,45.04125,242.09446999999997,,56096.20966437,11728,HASP,,CIRCLE 119.0836666667 30.75984166667 0.00034722222222222224,mast:HST/product/hasp/hst_11728_cos_sdssj075620d08p304535d3_cg140l_lb1407_cspec.png,mast:HST/product/hasp/hst_11728_cos_sdssj075620d08p304535d3_cg140l_lb14_cspec.fits,PUBLIC,False,,198950411,1103738991,45.04125,242.09446999999997,[VV2006] J075620.1+304535,COS
