object_name,spec_name,redshift,CIV_blueshift,CIV_EW,f2500,components_used,manual_masking_applied,forced_components
2MASS J08010140+1848409_STIS,2MASS J08010140+1848409_STIS,0.1402260052859415,749.2255466349936,56.90656154285052,1.1120915027600349,,False,False
2MASS J08013157+3544362_COS,2MASS J08013157+3544362_COS,0.1788997738249112,-78.78126855460229,111.88054169292279,13.085671253644621,,False,False
2MASS J08105865+7602424_COS,2MASS J08105865+7602424_COS,0.1,335.5125590520637,13.6525461301311,0.4948068202305526,,False,False
2MASS J08105865+7602424_STIS,2MASS J08105865+7602424_STIS,0.1,-147.88187004671502,179.96779934394422,1.005808426644691,,False,False
2MASS J08265888+0611428_STIS,2MASS J08265888+0611428_STIS,0.4960378108732581,266.5087642305957,24.87799019761967,0.6551921593075164,,False,False
2MASS J08333293+1644110_STIS,2MASS J08333293+1644110_STIS,0.4606448838511962,-701.286883341517,33.282443393336344,0.6567735761534526,,False,False
2MASS J08355346+0553171_COS,2MASS J08355346+0553171_COS,0.2050768372364957,-355.2804811936978,15.848891114920834,0.7316930885799645,,False,False
2MASS J08453328+4749345_STIS,2MASS J08453328+4749345_STIS,0.3022557428196653,-9.680667062489581,19.701073719295398,0.6527001234337121,,False,False
2MASS J09145142+4219570_STIS,2MASS J09145142+4219570_STIS,0.5503062464265024,128.44309058521125,31.3262842281797,0.5796816548698716,,False,False
2MASS J09215939+4509126_COS,2MASS J09215939+4509126_COS,0.2349403549032422,9574.141002142673,0.0,0.37089325875628204,,False,False
2MASS J09392289+3709438_COS,2MASS J09392289+3709438_COS,0.1862369895060334,611.3922089991388,13.489464147614934,0.3711967955999938,,False,False
2MASS J09460395+0139235_COS,2MASS J09460395+0139235_COS,0.2196892987832372,9574.141002142673,,0.0,,False,False
2MASS J09460395+0139235_STIS,2MASS J09460395+0139235_STIS,0.2196892987832372,-2228.4121124506464,14.181702048763487,1.8868155703086311,,False,False
2MASS J09503674+5128382_COS,2MASS J09503674+5128382_COS,0.2143385964407526,3970.3126210083356,26.95349158688966,0.37638539309937763,,False,False
2MASS J10005499+2622423_STIS,2MASS J10005499+2622423_STIS,0.506057516827396,-9.680667062489581,7.396151762076567,1.1100823587952748,,False,False
2MASS J10051419+5302398_COS,2MASS J10051419+5302398_COS,0.5624120032253861,9574.141002142673,0.0,-164.3525322790006,,False,False
